ID,Easting,Northing,Altitude,Retro,Angle,Distance,UTC,Long,Lat
16266670,755029.279,3741547.492,299.028,0.808,0.058,25.037,62430.30395,-84.245764467,33.783375195
16266671,755029.28,3741547.501,298.769,0.8,0.04771,25.016,62430.30399,-84.24576444899999,33.783375278
16266672,755029.276,3741547.478,298.513,0.804,0.03742,25.031,62430.30402,-84.24576449899999,33.783375068000005
16266673,755029.276,3741547.478,298.255,0.812,0.02713,25.025,62430.30405,-84.2457645,33.783375067
16266674,755029.276,3741547.48,297.998,0.792,0.01684,25.019000000000002,62430.304079999994,-84.245764497,33.78337509
16266675,755029.274,3741547.467,297.74,0.745,0.00655,25.031999999999996,62430.30412000001,-84.245764526,33.783374966
16266757,755029.401,3741547.507,299.269,0.792,0.06819,24.725,62430.31724,-84.245763143,33.783375303
16266758,755029.405,3741547.532,299.013,0.808,0.0579,24.686,62430.31727000001,-84.245763094,33.783375525
16266759,755029.401,3741547.51,298.76,0.812,0.04761,24.697,62430.317310000006,-84.24576314,33.783375326
16266760,755029.401,3741547.506,298.505,0.824,0.03732,24.691999999999997,62430.317339999994,-84.245763149,33.783375294
16266761,755029.401,3741547.51,298.251,0.824,0.027030000000000002,24.682,62430.317370000004,-84.245763142,33.78337533
16266762,755029.401,3741547.508,297.997,0.808,0.01674,24.680999999999997,62430.3174,-84.245763149,33.783375308000004
16266763,755029.4,3741547.507,297.743,0.729,0.00645,24.680999999999997,62430.31744,-84.245763152,33.783375299
16266844,755029.528,3741547.549,299.253,0.804,0.06819,24.372,62430.33056,-84.245761765,33.783375651
16266845,755029.529,3741547.556,299.001,0.804,0.0579,24.351999999999997,62430.33059,-84.245761754,33.783375706
16266846,755029.524,3741547.531,298.752,0.816,0.04761,24.366,62430.33062000001,-84.245761807,33.783375484000004
16266847,755029.526,3741547.539,298.501,0.808,0.03732,24.349,62430.33066,-84.245761791,33.783375557
16266848,755029.525,3741547.536,298.25,0.812,0.027030000000000002,24.346,62430.330689999995,-84.245761799,33.78337553
16266849,755029.525,3741547.535,298.0,0.808,0.01674,24.344,62430.330720000005,-84.24576180300001,33.783375518
16266850,755029.525,3741547.539,297.749,0.729,0.00645,24.339000000000002,62430.33075,-84.24576179600001,33.783375555
16266931,755029.653,3741547.586,299.239,0.804,0.06829,24.025,62430.343870000004,-84.24576039899999,33.783375949
16266932,755029.653,3741547.585,298.992,0.808,0.058,24.011999999999997,62430.34391,-84.245760402,33.783375942
16266933,755029.653,3741547.586,298.745,0.812,0.04771,24.0,62430.34394,-84.245760402,33.78337595
16266934,755029.651,3741547.572,298.498,0.835,0.03742,24.006,62430.34397,-84.245760433,33.783375821
16266935,755029.65,3741547.565,298.251,0.82,0.02713,24.006999999999998,62430.34401,-84.245760448,33.783375758000005
16266936,755029.649,3741547.56,298.004,0.808,0.01684,24.008000000000003,62430.344039999996,-84.245760459,33.783375718
16266937,755029.65,3741547.567,297.757,0.737,0.00655,24.0,62430.34407000001,-84.245760446,33.783375781
16267018,755029.776,3741547.602,299.222,0.804,0.06819,23.698,62430.357189999995,-84.24575907399999,33.783376066
16267019,755029.775,3741547.6,298.978,0.796,0.0579,23.686999999999998,62430.357220000005,-84.245759081,33.783376044
16267020,755029.773,3741547.588,298.735,0.816,0.04761,23.688000000000002,62430.35725,-84.245759107,33.783375938
16267021,755029.772,3741547.579,298.491,0.816,0.03732,23.688000000000002,62430.35729,-84.24575912600001,33.783375862
16267022,755029.772,3741547.585,298.247,0.824,0.027030000000000002,23.676,62430.35732,-84.245759115,33.783375916
16267023,755029.775,3741547.603,298.003,0.804,0.01674,23.655,62430.35735,-84.245759081,33.783376071
16267024,755029.772,3741547.584,297.76,0.753,0.00645,23.673000000000002,62430.357379999994,-84.245759121,33.783375904
16267105,755029.901,3741547.637,299.206,0.808,0.06817999999999999,23.353,62430.3705,-84.245757713,33.783376345
16267106,755029.901,3741547.635,298.966,0.8,0.0579,23.340999999999998,62430.370539999996,-84.245757717,33.783376331
16267107,755029.898,3741547.62,298.726,0.812,0.04761,23.345,62430.37057000001,-84.24575774899999,33.7833762
16267108,755029.898,3741547.621,298.486,0.816,0.03732,23.336,62430.3706,-84.24575774899999,33.783376206
16267109,755029.898,3741547.621,298.245,0.812,0.027030000000000002,23.33,62430.37063,-84.245757751,33.783376206999996
16267110,755029.896,3741547.608,298.005,0.812,0.01674,23.34,62430.370670000004,-84.24575778,33.783376086
16267111,755029.896,3741547.611,297.765,0.769,0.00645,23.336,62430.3707,-84.245757775,33.783376113
16267192,755030.026,3741547.669,299.192,0.8,0.06828,23.01,62430.38382,-84.245756354,33.783376605
16267193,755030.024,3741547.66,298.956,0.804,0.058,23.006,62430.38385,-84.245756375,33.783376524
16267194,755030.022,3741547.646,298.72,0.812,0.04771,23.009,62430.38389,-84.24575640399999,33.7833764
16267195,755030.023,3741547.651,298.483,0.82,0.03742,22.996,62430.38392000001,-84.245756397,33.783376442
16267196,755030.019,3741547.632,298.246,0.812,0.02713,23.009,62430.38395,-84.245756437,33.783376275
16267197,755030.02,3741547.637,298.01,0.8,0.01684,23.0,62430.38398,-84.245756427,33.783376324
16267198,755030.019,3741547.629,297.773,0.776,0.00655,23.006999999999998,62430.384020000005,-84.245756445,33.783376251
16267279,755030.15,3741547.691,299.175,0.753,0.06817999999999999,22.677,62430.39714,-84.245755017,33.783376774000004
16267280,755030.149,3741547.687,298.941,0.757,0.05789,22.668000000000003,62430.397170000004,-84.245755027,33.783376739
16267281,755030.148,3741547.686,298.708,0.769,0.04761,22.658,62430.3972,-84.24575503,33.783376733000004
16267282,755030.145,3741547.664,298.475,0.784,0.03732,22.671999999999997,62430.39724,-84.245755077,33.783376535
16267283,755030.149,3741547.689,298.242,0.792,0.027030000000000002,22.641,62430.39727,-84.245755027,33.783376758
16267284,755030.147,3741547.681,298.009,0.792,0.01674,22.646,62430.3973,-84.245755046,33.783376683
16267285,755030.145,3741547.668,297.776,0.757,0.00645,22.658,62430.39732999999,-84.245755075,33.783376568
16277469,755039.115,3741527.061,302.467,0.788,0.34584000000000004,13.175,62431.7412,-84.245664241,33.783188763000005
16277470,755039.112,3741527.057,302.325,0.784,0.33555999999999997,13.130999999999998,62431.74122999999,-84.245664276,33.783188733
16277598,755039.233,3741527.035,302.507,0.761,0.35601,12.921,62431.754479999996,-84.24566298,33.783188502
16277599,755039.231,3741527.038,302.364,0.776,0.34571999999999997,12.87,62431.75452,-84.245663001,33.783188532
16277728,755039.348,3741526.995,302.548,0.784,0.36628,12.683,62431.767770000006,-84.245661747,33.783188115
16277729,755039.348,3741527.007,302.404,0.788,0.35599000000000003,12.620999999999999,62431.7678,-84.245661751,33.783188225
16277730,755039.344,3741527.002,302.268,0.765,0.34571,12.581,62431.76783,-84.24566179,33.783188174
16277859,755039.466,3741526.969,302.579,0.761,0.37665,12.43,62431.78105,-84.245660489,33.783187853
16277860,755039.465,3741526.98,302.438,0.78,0.36635999999999996,12.369000000000002,62431.78109,-84.245660495,33.783187948
16277861,755039.462,3741526.979,302.303,0.784,0.35608,12.322000000000001,62431.78112000001,-84.245660524,33.783187943
16277992,755039.584,3741526.966,302.459,0.788,0.37653000000000003,12.100999999999999,62431.79437,-84.245659215,33.783187792
16277993,755039.581,3741526.966,302.326,0.788,0.36625,12.052999999999999,62431.7944,-84.245659242,33.783187792
16278125,755039.708,3741526.945,302.477,0.769,0.38679,11.839,62431.807660000006,-84.245657885,33.78318758
16278126,755039.704,3741526.938,302.349,0.761,0.37651,11.798,62431.807689999994,-84.245657926,33.783187518000005
16278257,755039.834,3741526.918,302.493,0.761,0.39716,11.585,62431.82094,-84.245656527,33.783187299
16278258,755039.831,3741526.912,302.367,0.761,0.38688,11.542,62431.82097000001,-84.245656564,33.78318725
16278259,755039.825,3741526.889,302.249,0.71,0.3766,11.52,62431.821,-84.245656636,33.783187042
16278389,755039.961,3741526.889,302.501,0.78,0.40731999999999996,11.33,62431.834220000004,-84.245655172,33.78318701
16278390,755039.959,3741526.891,302.374,0.769,0.39704,11.277999999999999,62431.83425,-84.245655193,33.783187033000004
16278391,755039.954,3741526.878,302.254,0.757,0.38676,11.245,62431.834279999995,-84.245655245,33.783186913
16278519,755040.085,3741526.847,302.511,0.765,0.41758,11.089,62431.8475,-84.245653845,33.783186604
16278520,755040.084,3741526.858,302.382,0.741,0.4073,11.027000000000001,62431.847539999995,-84.245653848,33.783186703
16278521,755040.081,3741526.855,302.261,0.769,0.39702,10.982999999999999,62431.847570000005,-84.24565388,33.783186672
16278649,755040.215,3741526.843,302.499,0.769,0.42794,10.805,62431.86079,-84.245652443,33.783186539
16278650,755040.212,3741526.842,302.378,0.769,0.41766000000000003,10.757,62431.86082,-84.245652471,33.783186526
16278651,755040.209,3741526.834,302.261,0.765,0.40738,10.717,62431.86086,-84.24565251,33.783186458
16278779,755040.34,3741526.81,302.492,0.749,0.4381,10.552,62431.874070000005,-84.245651103,33.783186207
16278780,755040.338,3741526.811,302.372,0.741,0.42782,10.501,62431.874110000004,-84.245651125,33.783186214000004
16278781,755040.335,3741526.806,302.257,0.757,0.41753999999999997,10.458,62431.87414,-84.24565115899999,33.783186172
16278909,755040.466,3741526.785,302.476,0.741,0.44835,10.288,62431.88736,-84.245649746,33.783185955
16278910,755040.462,3741526.773,302.366,0.761,0.43806999999999996,10.252,62431.887389999996,-84.245649794,33.783185843000005
16278911,755040.461,3741526.78,302.246,0.765,0.42778999999999995,10.195,62431.88742000001,-84.245649803,33.783185912
16279038,755040.594,3741526.768,302.452,0.741,0.4587,10.014,62431.90064,-84.245648377,33.783185768
16279039,755040.59,3741526.757,302.343,0.745,0.44842,9.977,62431.90067,-84.245648421,33.783185673
16279040,755040.588,3741526.762,302.228,0.741,0.43814,9.923,62431.9007,-84.245648435,33.783185718
16279165,755040.718,3741526.718,302.549,0.718,0.47913,9.827,62431.913889999996,-84.24564705,33.783185288
16279166,755040.718,3741526.735,302.427,0.761,0.46885,9.756,62431.913920000006,-84.245647041,33.783185442
16279167,755040.715,3741526.73,302.318,0.761,0.45857,9.712,62431.91395,-84.24564707399999,33.783185395
16279293,755040.845,3741526.704,302.507,0.753,0.48938000000000004,9.546,62431.92717,-84.24564567899999,33.783185133
16279294,755040.842,3741526.699,302.4,0.749,0.4791,9.501,62431.9272,-84.245645713,33.783185083
16279295,755040.84,3741526.696,302.292,0.753,0.46881999999999996,9.454,62431.927229999994,-84.245645741,33.783185061
16279421,755040.972,3741526.683,302.464,0.741,0.49972,9.272,62431.94045,-84.24564432300001,33.783184911999996
16279422,755040.97,3741526.685,302.355,0.773,0.48944,9.219,62431.94048,-84.245644343,33.783184927
16279423,755040.968,3741526.689,302.246,0.765,0.47916000000000003,9.164,62431.940520000004,-84.245644356,33.783184967
16279547,755041.099,3741526.655,302.522,0.741,0.5201399999999999,9.055,62431.9537,-84.245642961,33.783184632
16279548,755041.098,3741526.664,302.411,0.722,0.5098600000000001,8.993,62431.953729999994,-84.245642967,33.783184707
16279549,755041.096,3741526.666,302.304,0.753,0.49958,8.939,62431.95377000001,-84.245642984,33.783184729
16279550,755041.09,3741526.64,302.214,0.702,0.48931,8.919,62431.9538,-84.245643055,33.783184499
16279674,755041.225,3741526.637,302.461,0.761,0.5303800000000001,8.773,62431.96698,-84.245641605,33.783184434
16279675,755041.22,3741526.618,302.368,0.757,0.5201,8.742,62431.967020000004,-84.24564166100001,33.78318427
16279676,755041.22,3741526.631,302.258,0.761,0.5098199999999999,8.677,62431.96705,-84.245641659,33.783184381
16324373,755096.467,3741332.398,298.61,0.792,0.01684,28.52,62439.651060000004,-84.245101687,33.781421264
16324374,755096.446,3741332.41,298.317,0.78,0.00655,28.502,62439.65109,-84.245101902,33.781421373
16324375,755096.427,3741332.393,298.024,0.776,-0.00374,28.515,62439.65112,-84.245102117,33.78142123
16324376,755096.408,3741332.369,297.731,0.761,-0.01403,28.539,62439.65116,-84.245102332,33.781421013
16324447,755096.605,3741332.461,298.601,0.796,0.01674,28.165,62439.664379999995,-84.24510018,33.781421799
16324448,755096.585,3741332.454,298.312,0.8,0.00645,28.166,62439.664410000005,-84.245100392,33.781421736999995
16324449,755096.566,3741332.424,298.023,0.808,-0.0038399999999999997,28.191999999999997,62439.66444,-84.24510060600001,33.781421476999995
16324450,755096.546,3741332.441,297.733,0.812,-0.014130000000000002,28.175,62439.66447999999,-84.245100816,33.78142163
16324451,755096.527,3741332.411,297.443,0.808,-0.024419999999999997,28.206999999999997,62439.66451,-84.245101031,33.781421369
16324521,755096.743,3741332.482,298.595,0.796,0.01674,27.851999999999997,62439.6777,-84.245098676,33.781421955
16324522,755096.723,3741332.508,298.309,0.804,0.00645,27.82,62439.677729999996,-84.245098885,33.781422191
16324523,755096.705,3741332.47,298.023,0.804,-0.0038399999999999997,27.854,62439.67777,-84.245099095,33.781421857
16324524,755096.685,3741332.486,297.738,0.812,-0.014130000000000002,27.838,62439.6778,-84.245099304,33.781422002
16324525,755096.666,3741332.468,297.452,0.816,-0.024419999999999997,27.858,62439.67782999999,-84.245099515,33.78142185
16324594,755096.862,3741332.536,298.309,0.749,0.00655,27.5,62439.691060000005,-84.245097378,33.78142241
16324595,755096.843,3741332.549,298.027,0.773,-0.00374,27.483,62439.69109,-84.245097585,33.781422537
16324596,755096.824,3741332.544,297.745,0.788,-0.01403,27.488000000000003,62439.69112,-84.245097793,33.781422492
16324597,755096.805,3741332.511,297.462,0.792,-0.024319999999999998,27.523000000000003,62439.69116,-84.245098001,33.781422201
16336858,755127.687,3741262.097,299.331,0.741,0.027039999999999998,43.29,62442.180960000005,-84.244785159,33.78078041
16336859,755127.658,3741262.071,298.887,0.776,0.01675,43.298,62442.181,-84.244785483,33.780780181
16336860,755127.625,3741262.07,298.443,0.753,0.00645,43.285,62442.18102999999,-84.244785831,33.780780184
16336931,755127.827,3741262.145,299.329,0.729,0.027039999999999998,42.95,62442.194279999996,-84.24478363899999,33.780780813
16336932,755127.794,3741262.148,298.888,0.773,0.01675,42.928999999999995,62442.19432,-84.244783986,33.780780845
16336933,755127.764,3741262.136,298.447,0.765,0.00646,42.927,62442.19435,-84.244784321,33.780780748000005
16337003,755127.957,3741262.233,299.319,0.729,0.027139999999999997,42.57,62442.2076,-84.244782202,33.780781575
16337004,755127.926,3741262.234,298.882,0.776,0.01685,42.551,62442.20763,-84.244782545,33.780781591
16337005,755127.897,3741262.211,298.445,0.776,0.00656,42.56100000000001,62442.20766,-84.24478286600001,33.780781387
16337075,755128.084,3741262.321,299.294,0.761,0.027039999999999998,42.19,62442.220910000004,-84.244780811,33.780782335
16337076,755128.054,3741262.307,298.861,0.78,0.01675,42.18600000000001,62442.22095,-84.244781136,33.780782216
16337077,755128.026,3741262.283,298.428,0.773,0.00645,42.196999999999996,62442.22098,-84.244781453,33.780782004
16337147,755128.214,3741262.38,299.273,0.749,0.027039999999999998,41.839,62442.234229999995,-84.244779392,33.780782833
16337148,755128.185,3741262.365,298.844,0.773,0.01675,41.836000000000006,62442.23427000001,-84.24477971399999,33.780782706
16337149,755128.155,3741262.352,298.414,0.773,0.00646,41.836000000000006,62442.2343,-84.244780038,33.780782594
16337220,755128.344,3741262.441,299.257,0.761,0.027139999999999997,41.486000000000004,62442.24755,-84.24477797600001,33.780783351
16337221,755128.312,3741262.446,298.831,0.792,0.01685,41.463,62442.247579999996,-84.244778313,33.780783407
16337222,755128.284,3741262.426,298.405,0.773,0.00656,41.47,62442.247610000006,-84.244778628,33.780783232
16337292,755128.469,3741262.528,299.231,0.761,0.027039999999999998,41.106,62442.26086,-84.244776594,33.78078411
16337293,755128.44,3741262.515,298.81,0.796,0.01675,41.102,62442.26089,-84.244776911,33.780783997
16337294,755128.412,3741262.498,298.388,0.761,0.00645,41.106,62442.26092000001,-84.244777225,33.780783851
16337365,755128.597,3741262.599,299.211,0.722,0.027039999999999998,40.743,62442.274170000004,-84.244775197,33.780784718
16337366,755128.567,3741262.593,298.792,0.8,0.01675,40.732,62442.2742,-84.244775517,33.780784669
16337367,755128.54,3741262.569,298.375,0.773,0.00646,40.743,62442.274229999995,-84.244775822,33.78078446
16337368,755128.513,3741262.538,297.956,0.737,-0.0038399999999999997,40.765,62442.27427,-84.24477612,33.78078419
16337437,755128.725,3741262.665,299.194,0.753,0.027139999999999997,40.385,62442.28747999999,-84.244773795,33.780785282
16337438,755128.695,3741262.663,298.78,0.796,0.01685,40.37,62442.28751,-84.244774116,33.78078527
16337439,755128.668,3741262.64,298.365,0.78,0.00656,40.38,62442.28755,-84.244774418,33.780785069000004
16337440,755128.642,3741262.604,297.951,0.749,-0.00374,40.408,62442.28758,-84.24477470800001,33.780784747
16337509,755128.851,3741262.746,299.169,0.761,0.027039999999999998,40.012,62442.3008,-84.244772415,33.780785976
16337510,755128.824,3741262.724,298.759,0.776,0.01675,40.016999999999996,62442.30082999999,-84.244772715,33.780785785999996
16337511,755128.795,3741262.713,298.348,0.773,0.00645,40.015,62442.30086,-84.244773025,33.780785696
16337512,755128.767,3741262.701,297.937,0.733,-0.0038399999999999997,40.018,62442.3009,-84.244773334,33.780785597
16337581,755128.979,3741262.803,299.149,0.765,0.027039999999999998,39.662,62442.31412,-84.244771014,33.780786465
16337582,755128.951,3741262.791,298.742,0.784,0.01675,39.658,62442.31415,-84.244771319,33.780786356
16337583,755128.924,3741262.772,298.335,0.773,0.00646,39.664,62442.314179999994,-84.24477161899999,33.780786196
16337584,755128.896,3741262.755,297.928,0.741,-0.0038399999999999997,39.673,62442.314210000004,-84.24477192100001,33.780786045999996
16337653,755129.104,3741262.891,299.132,0.769,0.027139999999999997,39.282,62442.32743,-84.244769642,33.780787226
16337654,755129.076,3741262.88,298.728,0.796,0.01685,39.277,62442.32746,-84.244769945,33.780787126999996
16337655,755129.05,3741262.857,298.326,0.769,0.00656,39.287,62442.327489999996,-84.244770238,33.780786931
16337656,755129.024,3741262.828,297.922,0.745,-0.00374,39.308,62442.327529999995,-84.24477052399999,33.780786672
16337725,755129.231,3741262.957,299.107,0.761,0.027039999999999998,38.924,62442.34074,-84.24476825800001,33.780787787
16337726,755129.203,3741262.944,298.708,0.796,0.01675,38.92,62442.34077,-84.244768557,33.780787681
16337727,755129.177,3741262.923,298.308,0.776,0.00645,38.929,62442.3408,-84.244768849,33.780787495
16337728,755129.15,3741262.905,297.909,0.765,-0.0038399999999999997,38.939,62442.340829999994,-84.244769143,33.780787337
16337798,755129.357,3741263.024,299.087,0.769,0.027039999999999998,38.565,62442.35405,-84.244766876,33.780788358
16337799,755129.329,3741263.022,298.691,0.796,0.01675,38.55,62442.35408,-84.244767182,33.780788351999995
16337800,755129.304,3741262.991,298.295,0.78,0.00645,38.569,62442.35412,-84.24476746,33.780788075
16337801,755129.277,3741262.979,297.899,0.765,-0.0038399999999999997,38.573,62442.35415,-84.244767756,33.780787972
16337871,755129.482,3741263.104,299.07,0.761,0.027139999999999997,38.192,62442.367360000004,-84.244765507,33.780789055999996
16337872,755129.456,3741263.082,298.678,0.78,0.01685,38.198,62442.3674,-84.244765789,33.78078886
16337873,755129.429,3741263.076,298.286,0.776,0.00656,38.192,62442.36743,-84.244766088,33.78078881
16337874,755129.402,3741263.058,297.894,0.765,-0.00374,38.202,62442.36746,-84.244766376,33.780788653
16337942,755129.609,3741263.154,299.046,0.761,0.027039999999999998,37.85,62442.380679999995,-84.244764116,33.78078947
16337943,755129.581,3741263.157,298.657,0.776,0.01675,37.830999999999996,62442.380710000005,-84.24476442,33.780789502
16337944,755129.556,3741263.134,298.269,0.784,0.00645,37.842,62442.38074,-84.2447647,33.780789301
16337945,755129.529,3741263.122,297.88,0.761,-0.0038399999999999997,37.845,62442.38077999999,-84.24476499,33.780789206
16343963,755148.527,3741220.056,299.077,0.757,0.01675,56.242,62443.53882,-84.244572464,33.780396651
16343964,755148.489,3741220.035,298.5,0.765,0.00646,56.245,62443.53885,-84.244572882,33.780396466
16343965,755148.448,3741220.031,297.922,0.737,-0.0038399999999999997,56.236000000000004,62443.53887999999,-84.244573324,33.780396441
16344034,755148.671,3741220.126,299.065,0.757,0.01675,55.881,62443.55214,-84.244570896,33.780397244
16344035,755148.631,3741220.113,298.491,0.753,0.00646,55.875,62443.55217,-84.24457132399999,33.78039714
16344036,755148.593,3741220.094,297.917,0.741,-0.0038399999999999997,55.881,62443.55221,-84.244571742,33.780396979
16344037,755148.556,3741220.066,297.343,0.749,-0.014130000000000002,55.903,62443.55224,-84.24457214899999,33.780396730999996
16344109,755148.812,3741220.209,299.057,0.745,0.01685,55.506,62443.565460000005,-84.244569347,33.780397963
16344110,755148.775,3741220.185,298.487,0.761,0.00656,55.512,62443.56549,-84.244569756,33.780397752
16344111,755148.738,3741220.158,297.918,0.729,-0.00374,55.526,62443.56552999999,-84.244570161,33.78039752
16344112,755148.698,3741220.147,297.347,0.718,-0.01403,55.53,62443.56556,-84.24457059,33.780397433000005
16344183,755148.958,3741220.259,299.039,0.761,0.01675,55.165,62443.578779999996,-84.244567762,33.780398375
16344184,755148.918,3741220.247,298.473,0.753,0.00646,55.158,62443.57881,-84.244568188,33.780398281
16344185,755148.879,3741220.235,297.907,0.741,-0.0038399999999999997,55.158,62443.578839999995,-84.244568612,33.780398178
16344186,755148.844,3741220.202,297.34,0.729,-0.014130000000000002,55.184,62443.578879999994,-84.244569007,33.780397891999996
16344255,755149.1,3741220.329,299.027,0.761,0.01675,54.803999999999995,62443.59209,-84.244566206,33.780398968
16344256,755149.062,3741220.313,298.464,0.753,0.00646,54.801,62443.59213,-84.244566624,33.780398838
16344257,755149.022,3741220.303,297.902,0.729,-0.0038399999999999997,54.799,62443.59216,-84.244567049,33.780398753
16344258,755148.985,3741220.284,297.339,0.714,-0.014130000000000002,54.81100000000001,62443.592189999996,-84.244567463,33.780398595
16344328,755149.28,3741220.415,299.579,0.71,0.027139999999999997,54.455,62443.60537999999,-84.244564233,33.780399704000004
16344329,755149.239,3741220.42,299.02,0.757,0.01685,54.426,62443.60542000001,-84.244564677,33.780399756
16344330,755149.203,3741220.393,298.461,0.753,0.00656,54.435,62443.60545,-84.244565077,33.780399521
16344331,755149.165,3741220.374,297.902,0.757,-0.00374,54.441,62443.60548,-84.244565489,33.780399365
16344332,755149.127,3741220.359,297.343,0.714,-0.01403,54.45,62443.60551,-84.244565905,33.780399234
16344404,755149.414,3741220.535,299.558,0.741,0.027039999999999998,54.055,62443.61871,-84.244562757,33.780400748000005
16344405,755149.38,3741220.492,299.003,0.769,0.01675,54.074,62443.61874,-84.244563133,33.780400375
16344406,755149.343,3741220.475,298.448,0.765,0.00646,54.073,62443.61877000001,-84.244563545,33.780400231
16344407,755149.304,3741220.467,297.893,0.769,-0.0038399999999999997,54.068999999999996,62443.6188,-84.244563969,33.780400166
16344481,755149.56,3741220.577,299.544,0.745,0.027039999999999998,53.733999999999995,62443.632020000005,-84.244561171,33.780401092
16344482,755149.523,3741220.56,298.993,0.769,0.01675,53.727,62443.63206,-84.24456158,33.780400951
16344483,755149.486,3741220.539,298.441,0.761,0.00646,53.73,62443.63209,-84.244561985,33.780400772
16344484,755149.445,3741220.541,297.89,0.761,-0.0038399999999999997,53.716,62443.63212,-84.244562421,33.780400796
16344556,755149.703,3741220.639,299.536,0.761,0.027139999999999997,53.393,62443.645339999995,-84.244559612,33.780401615
16344557,755149.661,3741220.649,298.987,0.776,0.01685,53.358999999999995,62443.645370000006,-84.244560059,33.780401717
16344558,755149.624,3741220.634,298.439,0.769,0.00656,53.356,62443.645410000005,-84.24456046899999,33.780401591
16344559,755149.588,3741220.608,297.891,0.765,-0.00374,53.37,62443.64544,-84.244560863,33.780401365
16344631,755149.84,3741220.727,299.515,0.757,0.027039999999999998,53.025,62443.65866,-84.244558102,33.780402375
16344632,755149.802,3741220.719,298.971,0.765,0.01675,53.00899999999999,62443.65869,-84.24455852199999,33.780402317
16344633,755149.764,3741220.702,298.427,0.761,0.00646,53.008,62443.65872000001,-84.244558929,33.780402175999996
16344634,755149.727,3741220.686,297.882,0.761,-0.0038399999999999997,53.012,62443.65875,-84.24455933600001,33.780402041
16344705,755149.98,3741220.802,299.501,0.761,0.027039999999999998,52.67,62443.67197999999,-84.244556574,33.78040302
16344706,755149.941,3741220.796,298.96,0.769,0.01675,52.653,62443.67201,-84.244556993,33.780402973
16344707,755149.904,3741220.78,298.419,0.776,0.00646,52.651,62443.67204,-84.244557399,33.780402842
16344708,755149.865,3741220.776,297.879,0.753,-0.0038399999999999997,52.643,62443.67207000001,-84.244557822,33.780402814
16344782,755150.121,3741220.872,299.492,0.753,0.027139999999999997,52.321000000000005,62443.6853,-84.244555037,33.780403613000004
16344783,755150.078,3741220.894,298.954,0.761,0.01685,52.275,62443.68532999999,-84.244555496,33.780403826
16344784,755150.041,3741220.873,298.417,0.757,0.00656,52.278,62443.68537000001,-84.244555891,33.780403648000004
16344785,755150.005,3741220.853,297.881,0.749,-0.00374,52.286,62443.6854,-84.244556289,33.780403478000004
16344855,755150.259,3741220.948,299.472,0.753,0.027039999999999998,51.964,62443.69862,-84.244553522,33.780404273
16344856,755150.219,3741220.951,298.938,0.761,0.01675,51.938,62443.69865,-84.244553951,33.780404309
16344857,755150.182,3741220.94,298.405,0.745,0.00646,51.931999999999995,62443.69869,-84.244554357,33.780404214
16344858,755150.145,3741220.925,297.872,0.769,-0.0038399999999999997,51.935,62443.69872000001,-84.24455476,33.780404089
16344928,755150.396,3741221.035,299.457,0.769,0.027039999999999998,51.598,62443.71194,-84.244552021,33.780405015999996
16344929,755150.36,3741221.017,298.928,0.78,0.01675,51.593,62443.711970000004,-84.244552417,33.780404865
16344930,755150.319,3741221.028,298.398,0.753,0.00646,51.56399999999999,62443.712,-84.244552856,33.780404978
16344931,755150.282,3741221.015,297.868,0.757,-0.0038399999999999997,51.565,62443.71204,-84.244553258,33.78040487
16345003,755150.538,3741221.088,299.449,0.706,0.027139999999999997,51.265,62443.72525,-84.244550472,33.780405467
16345004,755150.499,3741221.086,298.922,0.749,0.01685,51.245,62443.72528,-84.244550889,33.780405451
16345005,755150.46,3741221.09,298.396,0.757,0.00656,51.223,62443.72531,-84.244551316,33.780405502
16345006,755150.42,3741221.094,297.87,0.749,-0.00374,51.207,62443.72535,-84.24455174100001,33.780405546
16350923,755170.331,3741182.438,298.645,0.745,0.00646,67.55199999999999,62444.817460000006,-84.244348093,33.780052497
16350924,755170.289,3741182.402,297.952,0.737,-0.0038399999999999997,67.57,62444.817489999994,-84.244348565,33.780052186
16350925,755170.245,3741182.37,297.258,0.722,-0.014130000000000002,67.59100000000001,62444.817520000004,-84.244349045,33.780051911
16350990,755170.484,3741182.516,298.638,0.757,0.00646,67.195,62444.83078,-84.244346425,33.780053163000005
16350991,755170.438,3741182.494,297.948,0.753,-0.0038399999999999997,67.199,62444.83081,-84.244346921,33.780052976
16350992,755170.396,3741182.455,297.258,0.749,-0.014130000000000002,67.227,62444.830839999995,-84.244347386,33.780052639000004
16351058,755170.631,3741182.62,298.638,0.745,0.00656,66.811,62444.84409,-84.24434480800001,33.780054071
16351059,755170.59,3741182.576,297.952,0.741,-0.00374,66.83800000000001,62444.84412,-84.244345258,33.78005368
16351060,755170.548,3741182.539,297.265,0.745,-0.01403,66.86399999999999,62444.84415,-84.244345724,33.780053361
16351126,755170.784,3741182.691,298.624,0.749,0.00646,66.461,62444.857410000004,-84.244343139,33.780054671
16351127,755170.733,3741182.697,297.942,0.733,-0.0038399999999999997,66.437,62444.85744,-84.244343683,33.780054734000004
16351128,755170.699,3741182.624,297.259,0.749,-0.014130000000000002,66.5,62444.85747,-84.244344077,33.780054088
16351194,755170.933,3741182.78,298.617,0.745,0.00646,66.093,62444.870729999995,-84.244341503,33.780055433
