ID,Easting,Northing,Altitude,Retro,Angle,Distance,UTC,Long,Lat
16967922,756309.927,3739408.142,304.924,0.745,0.64361,10.379000000000001,62538.89656,-84.23256818,33.763793041
16967923,756309.923,3739408.129,304.802,0.753,0.6333300000000001,10.318,62538.89659,-84.232568227,33.763792926
16967924,756309.921,3739408.121,304.678,0.745,0.6230399999999999,10.253,62538.89662000001,-84.232568254,33.763792851
16967925,756309.916,3739408.106,304.561,0.741,0.6127600000000001,10.2,62538.89665,-84.232568312,33.763792714000004
16967926,756309.915,3739408.102,304.437,0.745,0.60248,10.133,62538.896689999994,-84.232568319,33.763792678
16967927,756309.912,3739408.09,304.32,0.753,0.59219,10.078,62538.896720000004,-84.23256836,33.763792574
16967928,756309.911,3739408.084,304.2,0.753,0.58191,10.017000000000001,62538.89675,-84.232568375,33.763792525
16967929,756309.905,3739408.067,304.09,0.753,0.57163,9.972999999999999,62538.89679,-84.232568442,33.763792367
16967930,756309.901,3739408.055,303.977,0.749,0.56135,9.924,62538.89682,-84.232568487,33.763792258
16967931,756309.899,3739408.046,303.863,0.753,0.55107,9.872,62538.89685,-84.232568514,33.763792181999996
16967932,756309.901,3739408.05,303.743,0.757,0.54078,9.806000000000001,62538.89687999999,-84.232568486,33.763792219
16967933,756309.893,3739408.027,303.64,0.765,0.53051,9.776,62538.89692000001,-84.232568578,33.763792014
16967934,756309.894,3739408.028,303.524,0.765,0.52022,9.718,62538.89695,-84.232568566,33.763792018000004
16967935,756309.891,3739408.016,303.417,0.769,0.50994,9.676,62538.89698,-84.232568607,33.763791917
16967936,756309.887,3739408.005,303.31,0.765,0.49966000000000005,9.636000000000001,62538.89701,-84.23256865,33.763791812
16967937,756309.886,3739407.999,303.202,0.773,0.48938000000000004,9.59,62538.89705,-84.232568665,33.76379176
16967938,756309.88,3739407.98,303.101,0.773,0.47911000000000004,9.561,62538.897079999995,-84.232568738,33.763791594000004
16967939,756309.879,3739407.977,302.993,0.776,0.46883,9.515,62538.897110000005,-84.232568743,33.763791566
16967940,756309.875,3739407.962,302.891,0.773,0.45855,9.484,62538.89715,-84.232568798,33.763791434
16967941,756309.87,3739407.949,302.79,0.776,0.44827,9.454,62538.89717999999,-84.232568848,33.763791314
16967942,756309.867,3739407.939,302.688,0.776,0.43799,9.42,62538.89721,-84.232568883,33.763791226
16967943,756309.867,3739407.935,302.584,0.776,0.42772,9.381,62538.89724,-84.232568893,33.763791186
16967944,756309.867,3739407.935,302.478,0.776,0.41744,9.338,62538.89728,-84.232568884,33.763791186
16967945,756309.864,3739407.922,302.38,0.784,0.40715999999999997,9.311,62538.89731,-84.23256893,33.763791074000004
16967946,756309.857,3739407.903,302.284,0.788,0.39688,9.293,62538.897339999996,-84.232569006,33.763790903
16967947,756309.861,3739407.911,302.178,0.788,0.38661,9.245,62538.897370000006,-84.232568963,33.763790973
16967948,756309.851,3739407.882,302.088,0.788,0.37633,9.24,62538.897410000005,-84.23256908,33.763790717
16967949,756309.857,3739407.897,301.981,0.788,0.36605,9.187000000000001,62538.89744,-84.232569007,33.763790845
16967950,756309.855,3739407.888,301.883,0.796,0.35578000000000004,9.161,62538.89747,-84.232569034,33.763790773000004
16967953,756309.241,3739406.272,302.144,0.729,0.32506999999999997,10.880999999999998,62538.89757000001,-84.232576126,33.763776361
16967954,756309.236,3739406.257,302.031,0.733,0.31479,10.862,62538.8976,-84.232576185,33.763776222
16967955,756309.239,3739406.262,301.913,0.741,0.30451,10.821,62538.897639999996,-84.232576152,33.763776267
16968050,756310.06,3739408.174,305.466,0.722,0.70538,10.425999999999998,62538.90968,-84.232566742,33.763793291999995
16968051,756310.061,3739408.174,305.327,0.714,0.69509,10.337,62538.90971,-84.232566731,33.763793291999995
16968052,756310.054,3739408.153,305.208,0.714,0.68481,10.28,62538.909739999996,-84.232566812,33.763793107
16968053,756310.053,3739408.148,305.078,0.741,0.67452,10.203,62538.909770000006,-84.232566825,33.763793059
16968054,756310.058,3739408.158,304.937,0.741,0.66423,10.107000000000001,62538.9098,-84.232566768,33.763793153
16968055,756310.05,3739408.134,304.825,0.741,0.65395,10.059,62538.90984,-84.232566862,33.763792941999995
16968056,756310.042,3739408.113,304.713,0.749,0.64367,10.01,62538.90987,-84.232566946,33.763792751
16968057,756310.043,3739408.113,304.586,0.741,0.63338,9.935,62538.9099,-84.232566937,33.763792749000004
16968058,756310.04,3739408.103,304.468,0.749,0.6231,9.875,62538.90994,-84.232566971,33.763792656999996
16968059,756310.04,3739408.099,304.348,0.741,0.6128100000000001,9.81,62538.90997000001,-84.232566979,33.763792621
16968060,756310.035,3739408.084,304.236,0.749,0.60253,9.76,62538.91,-84.232567035,33.763792488
16968061,756310.032,3739408.074,304.123,0.745,0.59225,9.705,62538.91002999999,-84.23256706800001,33.763792402
16968062,756310.032,3739408.071,304.006,0.745,0.58197,9.642999999999999,62538.910070000005,-84.232567071,33.763792375
16968063,756310.027,3739408.056,303.898,0.741,0.57168,9.597999999999999,62538.9101,-84.232567127,33.763792244
16968064,756310.025,3739408.049,303.787,0.753,0.5614,9.545,62538.91013,-84.23256714899999,33.76379218
16968065,756310.021,3739408.034,303.681,0.745,0.5511199999999999,9.503,62538.91017,-84.23256720399999,33.763792046999995
16968066,756310.021,3739408.034,303.568,0.757,0.54084,9.445,62538.9102,-84.232567197,33.763792043
16968067,756310.014,3739408.014,303.468,0.761,0.53056,9.414,62538.910229999994,-84.232567277,33.763791863
16968068,756310.02,3739408.026,303.35,0.757,0.52028,9.344,62538.910260000004,-84.232567215,33.763791969
16968069,756310.016,3739408.014,303.246,0.765,0.51,9.304,62538.9103,-84.232567255,33.763791866
16968070,756310.01,3739407.995,303.149,0.765,0.49972,9.275,62538.91033,-84.232567331,33.763791695
16968071,756310.007,3739407.984,303.047,0.765,0.48945,9.237,62538.91036,-84.232567369,33.7637916
16968072,756310.004,3739407.975,302.945,0.769,0.47917,9.199,62538.91039,-84.232567401,33.763791516
16968073,756310.0,3739407.962,302.846,0.773,0.46889,9.166,62538.910429999996,-84.232567448,33.763791401999995
16968074,756309.998,3739407.956,302.745,0.769,0.45861,9.127,62538.91046,-84.232567467,33.763791345
16968075,756309.991,3739407.935,302.651,0.776,0.44833999999999996,9.107000000000001,62538.910489999995,-84.232567549,33.763791162
16968076,756310.003,3739407.963,302.534,0.776,0.43805,9.03,62538.910529999994,-84.23256741600001,33.763791411
16968077,756309.988,3739407.921,302.452,0.773,0.42778,9.037,62538.910560000004,-84.232567593,33.763791035
16968078,756309.989,3739407.923,302.35,0.788,0.4175,8.994,62538.91059,-84.232567578,33.763791048
16968079,756309.987,3739407.915,302.253,0.78,0.40723000000000004,8.963,62538.91062,-84.232567603,33.763790979
16968080,756309.985,3739407.909,302.156,0.773,0.39695,8.931000000000001,62538.91066,-84.23256762,33.763790925
16968081,756309.992,3739407.923,302.051,0.78,0.38666999999999996,8.877,62538.91069,-84.232567549,33.763791053
16968082,756309.979,3739407.888,301.967,0.792,0.3764,8.881,62538.91072000001,-84.232567695,33.76379074
16968083,756309.98,3739407.889,301.87,0.788,0.36612,8.845,62538.91075,-84.232567683,33.763790747
16968087,756309.363,3739406.262,302.048,0.745,0.32515,10.547,62538.910879999996,-84.232574814,33.763776236999995
16968088,756309.36,3739406.251,301.938,0.729,0.31487,10.523,62538.91092,-84.232574849,33.763776145
16968185,756310.176,3739408.144,305.09,0.737,0.69493,9.952,62538.92302,-84.232565497,33.763792998
16968186,756310.172,3739408.131,304.969,0.722,0.68465,9.887,62538.92305,-84.232565543,33.763792885
16968187,756310.17,3739408.124,304.846,0.725,0.6743600000000001,9.816,62538.92307999999,-84.232565565,33.76379282
16968188,756310.175,3739408.135,304.709,0.737,0.6640699999999999,9.722000000000001,62538.92312000001,-84.232565504,33.763792919000004
16968189,756310.164,3739408.104,304.609,0.737,0.65379,9.687999999999999,62538.92315,-84.232565635,33.763792636
16968190,756310.164,3739408.101,304.487,0.741,0.64351,9.617,62538.92318,-84.232565636,33.763792613
16968191,756310.161,3739408.089,304.374,0.745,0.6332300000000001,9.56,62538.92321,-84.232565678,33.763792509
16968192,756310.157,3739408.076,304.263,0.741,0.6229399999999999,9.506,62538.92325,-84.232565724,33.763792394
16968193,756310.156,3739408.071,304.147,0.745,0.61266,9.445,62538.923279999995,-84.232565736,33.763792349
16968194,756310.156,3739408.069,304.031,0.737,0.60238,9.381,62538.923310000006,-84.232565736,33.763792331
16968195,756310.152,3739408.056,303.925,0.753,0.5921,9.333,62538.92334,-84.232565784,33.763792214
16968196,756310.152,3739408.056,303.81,0.753,0.58181,9.27,62538.92337999999,-84.232565775,33.763792212
16968197,756310.151,3739408.049,303.702,0.741,0.57153,9.218,62538.92341,-84.232565798,33.763792147
16968198,756310.144,3739408.029,303.603,0.753,0.56125,9.183,62538.92344,-84.232565875,33.763791973000004
16968199,756310.137,3739408.008,303.506,0.757,0.55098,9.151,62538.92348,-84.23256595699999,33.763791785
16968200,756310.138,3739408.01,303.396,0.753,0.54069,9.092,62538.92351,-84.232565939,33.763791803000004
16968201,756310.137,3739408.006,303.29,0.749,0.53041,9.044,62538.923539999996,-84.232565951,33.763791761
16968202,756310.132,3739407.988,303.194,0.773,0.5201399999999999,9.012,62538.923570000006,-84.232566018,33.763791606
16968203,756310.132,3739407.986,303.089,0.753,0.5098600000000001,8.963,62538.923610000005,-84.23256602,33.763791583
16968204,756310.132,3739407.985,302.985,0.765,0.49958,8.914,62538.92364,-84.232566016,33.763791574
16968205,756310.129,3739407.973,302.888,0.761,0.4893,8.879,62538.923670000004,-84.232566057,33.763791471
16968206,756310.129,3739407.973,302.786,0.765,0.47902,8.832,62538.9237,-84.23256605,33.763791468
16968207,756310.124,3739407.957,302.693,0.773,0.46875,8.805,62538.92374,-84.232566112,33.763791323
16968208,756310.121,3739407.946,302.598,0.776,0.45847,8.773,62538.92377,-84.232566151,33.763791227
16968209,756310.115,3739407.93,302.506,0.776,0.44819,8.75,62538.9238,-84.232566215,33.76379108
16968210,756310.116,3739407.93,302.406,0.776,0.43792,8.707,62538.923839999996,-84.232566203,33.763791084
16968211,756310.111,3739407.916,302.315,0.776,0.42763999999999996,8.683,62538.923870000006,-84.232566258,33.763790956
16968212,756310.112,3739407.914,302.218,0.78,0.41736,8.645,62538.9239,-84.232566256,33.763790943000004
16968213,756310.112,3739407.913,302.122,0.784,0.40709,8.607999999999999,62538.92393,-84.232566253,33.763790930999996
16968214,756310.105,3739407.893,302.035,0.788,0.39681,8.594,62538.92397,-84.23256633300001,33.76379075
16968215,756310.103,3739407.884,301.944,0.78,0.38654,8.568,62538.924,-84.232566363,33.763790672
16968216,756310.099,3739407.873,301.854,0.753,0.37626,8.545,62538.924029999995,-84.232566401,33.763790579
16968221,756309.488,3739406.259,301.948,0.741,0.32503000000000004,10.203,62538.9242,-84.232573465,33.763776185
16968318,756310.297,3739408.133,304.966,0.706,0.70516,9.624,62538.9363,-84.23256419100001,33.763792871999996
16968319,756310.296,3739408.128,304.842,0.718,0.69487,9.549,62538.93633,-84.232564203,33.763792825
16968320,756310.292,3739408.115,304.727,0.718,0.6845899999999999,9.488,62538.93636,-84.232564251,33.763792709
16968321,756310.288,3739408.1,304.615,0.718,0.6743100000000001,9.43,62538.9364,-84.232564305,33.763792577
16968322,756310.285,3739408.092,304.499,0.737,0.6640199999999999,9.365,62538.936429999994,-84.23256433,33.763792507
16968323,756310.285,3739408.089,304.381,0.725,0.65374,9.296,62538.936460000004,-84.23256433600001,33.763792476
16968324,756310.283,3739408.08,304.269,0.741,0.64345,9.236,62538.93649,-84.232564364,33.763792399
16968325,756310.281,3739408.075,304.156,0.741,0.63317,9.174,62538.93652999999,-84.23256438,33.763792346
16968326,756310.281,3739408.072,304.042,0.737,0.6228899999999999,9.11,62538.93656,-84.232564383,33.763792321
16968327,756310.277,3739408.059,303.937,0.749,0.6126,9.062000000000001,62538.93659,-84.23256443,33.763792206
16968328,756310.275,3739408.052,303.83,0.745,0.60232,9.007,62538.93662000001,-84.232564451,33.763792144
16968329,756310.27,3739408.037,303.729,0.745,0.59204,8.964,62538.93666,-84.232564508,33.763792008
16968330,756310.267,3739408.027,303.626,0.745,0.58176,8.916,62538.936689999995,-84.232564543,33.76379192
16968331,756310.263,3739408.013,303.527,0.753,0.57148,8.875,62538.936720000005,-84.232564596,33.763791793
16968332,756310.266,3739408.019,303.415,0.757,0.5612,8.809,62538.936760000004,-84.232564557,33.763791853
16968333,756310.256,3739407.99,303.328,0.745,0.55092,8.79,62538.93679,-84.232564677,33.763791591
16968334,756310.261,3739408.001,303.216,0.757,0.54064,8.722000000000001,62538.93682,-84.232564619,33.76379169
16968335,756310.26,3739407.997,303.114,0.757,0.53036,8.675,62538.93685,-84.232564627,33.763791656
16968336,756310.255,3739407.982,303.021,0.761,0.5200899999999999,8.642999999999999,62538.93689,-84.23256468699999,33.763791515
16968337,756310.253,3739407.974,302.924,0.757,0.50981,8.603,62538.93692000001,-84.232564713,33.763791444
16968338,756310.251,3739407.966,302.828,0.757,0.49953000000000003,8.564,62538.93695,-84.232564739,33.763791375
16968339,756310.248,3739407.955,302.734,0.769,0.48925,8.53,62538.93698,-84.232564777,33.763791279
16968340,756310.245,3739407.946,302.641,0.765,0.47898,8.495,62538.937020000005,-84.232564808,33.763791198
16968341,756310.24,3739407.932,302.551,0.773,0.4687,8.468,62538.93705,-84.23256486300001,33.763791069
16968342,756310.239,3739407.926,302.457,0.78,0.45843,8.432,62538.937079999996,-84.232564881,33.763791015
16968343,756310.236,3739407.917,302.365,0.769,0.44815,8.401,62538.93712,-84.23256490899999,33.763790939
16968344,756310.237,3739407.917,302.27,0.78,0.43787,8.361,62538.93715,-84.232564903,33.763790935
16968345,756310.236,3739407.911,302.179,0.769,0.4276,8.328,62538.93717999999,-84.23256491800001,33.763790887
16968346,756310.234,3739407.904,302.088,0.776,0.41731999999999997,8.298,62538.937210000004,-84.23256494,33.763790825
16968347,756310.231,3739407.896,301.999,0.784,0.40705,8.271,62538.93725,-84.23256497,33.763790747
16968348,756310.229,3739407.887,301.911,0.792,0.39676999999999996,8.245,62538.93728,-84.23256499899999,33.763790671
16968354,756309.615,3739406.265,301.953,0.737,0.33528,9.885,62538.93747999999,-84.232572093,33.763776204
16968452,756310.413,3739408.106,304.724,0.702,0.7052,9.234,62538.94961,-84.232562946,33.7637926
16968453,756310.415,3739408.108,304.6,0.71,0.69491,9.152999999999999,62538.94964,-84.23256293,33.763792613
16968454,756310.415,3739408.107,304.48,0.729,0.68462,9.079,62538.94967,-84.232562925,33.763792603
16968455,756310.408,3739408.084,304.379,0.722,0.6743399999999999,9.035,62538.94971,-84.232563014,33.763792400999996
16968456,756310.405,3739408.075,304.269,0.737,0.66406,8.975,62538.94974,-84.23256304600001,33.763792318
16968457,756310.405,3739408.071,304.156,0.741,0.65377,8.908999999999999,62538.94977000001,-84.232563051,33.763792287
16968458,756310.404,3739408.069,304.044,0.733,0.64349,8.844,62538.9498,-84.232563053,33.763792263
16968459,756310.4,3739408.054,303.943,0.749,0.63321,8.796,62538.94984,-84.232563107,33.763792135
16968460,756310.395,3739408.04,303.843,0.741,0.62293,8.75,62538.949870000004,-84.232563161,33.763792005999996
16968461,756310.392,3739408.029,303.741,0.737,0.61265,8.702,62538.9499,-84.2325632,33.763791909
16968462,756310.393,3739408.028,303.633,0.745,0.60236,8.641,62538.94994,-84.232563192,33.763791903000005
16968463,756310.393,3739408.027,303.527,0.745,0.59208,8.583,62538.94997,-84.23256318899999,33.763791891
16968464,756310.39,3739408.016,303.43,0.741,0.5818,8.539,62538.95,-84.232563229,33.763791793
16968465,756310.389,3739408.013,303.328,0.741,0.57152,8.486,62538.95002999999,-84.232563232,33.763791768000004
16968466,756310.385,3739408.0,303.234,0.745,0.56124,8.448,62538.950070000006,-84.232563283,33.763791646
16968467,756310.386,3739407.999,303.132,0.745,0.55096,8.395,62538.9501,-84.232563275,33.763791644
16968468,756310.378,3739407.976,303.046,0.761,0.54069,8.372,62538.95013,-84.23256336899999,33.763791436
16968469,756310.382,3739407.985,302.942,0.765,0.53041,8.312000000000001,62538.95016,-84.23256332300001,33.763791512
16968470,756310.374,3739407.962,302.857,0.757,0.52013,8.29,62538.9502,-84.232563412,33.763791313
16968471,756310.371,3739407.952,302.765,0.753,0.5098600000000001,8.255,62538.950229999995,-84.232563449,33.76379122
16968472,756310.373,3739407.955,302.667,0.776,0.49958,8.205,62538.950260000005,-84.232563428,33.763791246
16968473,756310.365,3739407.932,302.584,0.78,0.48931,8.187000000000001,62538.9503,-84.232563518,33.763791044
16968474,756310.365,3739407.931,302.491,0.788,0.47903,8.145,62538.95032999999,-84.232563516,33.76379103
16968475,756310.357,3739407.908,302.409,0.769,0.46875,8.13,62538.95036,-84.23256361,33.763790824000004
16968476,756310.359,3739407.909,302.315,0.773,0.45848,8.087,62538.95039,-84.232563595,33.763790836999995
16968477,756310.362,3739407.916,302.22,0.769,0.4482,8.039,62538.95043,-84.232563554,33.763790901
16968478,756310.358,3739407.904,302.135,0.773,0.43793000000000004,8.015,62538.95046,-84.23256360100001,33.763790789
16968479,756310.362,3739407.911,302.041,0.776,0.42765,7.968999999999999,62538.950489999996,-84.232563562,33.763790852
16968480,756310.355,3739407.891,301.961,0.78,0.41738000000000003,7.956,62538.950520000006,-84.232563643,33.763790672
16968481,756310.353,3739407.883,301.875,0.773,0.4071,7.928999999999999,62538.950560000005,-84.232563667,33.763790605
16968587,756310.531,3739408.082,304.359,0.71,0.6947399999999999,8.763,62538.96295,-84.23256168,33.763792351999996
16968588,756310.528,3739408.07,304.254,0.722,0.68445,8.707,62538.96298,-84.232561723,33.763792246
16968589,756310.529,3739408.07,304.139,0.722,0.6741699999999999,8.635,62538.96302,-84.232561711,33.763792248
16968590,756310.522,3739408.051,304.043,0.718,0.66389,8.592,62538.96305,-84.232561788,33.763792073000005
16968591,756310.526,3739408.059,303.925,0.737,0.6536,8.513,62538.963079999994,-84.232561741,33.76379215
16968592,756310.521,3739408.043,303.829,0.737,0.64332,8.469,62538.963110000004,-84.232561804,33.763792005
16968593,756310.516,3739408.027,303.733,0.737,0.6330399999999999,8.426,62538.96315,-84.23256186399999,33.763791862
16968594,756310.513,3739408.018,303.634,0.745,0.6227600000000001,8.375,62538.96318,-84.232561893,33.763791785
16968595,756310.513,3739408.014,303.532,0.737,0.61248,8.321,62538.96321,-84.232561903,33.763791748
16968596,756310.511,3739408.008,303.433,0.729,0.6022,8.271,62538.96324,-84.232561924,33.763791687
16968597,756310.509,3739407.999,303.337,0.733,0.59192,8.224,62538.963279999996,-84.23256195,33.763791614
16968598,756310.511,3739408.004,303.232,0.737,0.5816399999999999,8.162,62538.96331,-84.23256191899999,33.763791658
16968599,756310.504,3739407.983,303.147,0.745,0.5713600000000001,8.135,62538.963339999995,-84.232562005,33.763791468
16968600,756310.506,3739407.987,303.046,0.745,0.56108,8.077,62538.963379999994,-84.232561977,33.763791504000004
16968601,756310.502,3739407.973,302.957,0.757,0.5508,8.043,62538.963410000004,-84.232562029,33.763791382
16968602,756310.506,3739407.982,302.856,0.753,0.54052,7.983,62538.96344,-84.232561984,33.763791456
16968603,756310.501,3739407.967,302.77,0.749,0.53025,7.954,62538.96347,-84.23256204,33.763791324
16968604,756310.496,3739407.951,302.686,0.757,0.5199699999999999,7.9270000000000005,62538.96351,-84.232562104,33.763791176999995
16968605,756310.49,3739407.933,302.603,0.757,0.5097,7.903,62538.96354,-84.232562174,33.763791018
16968606,756310.494,3739407.942,302.505,0.761,0.49942,7.847,62538.96357000001,-84.23256212300001,33.763791103
16968607,756310.491,3739407.933,302.419,0.765,0.48915,7.815,62538.9636,-84.232562156,33.763791020999996
16968608,756310.485,3739407.915,302.339,0.765,0.47886999999999996,7.795,62538.963639999994,-84.232562228,33.763790857
16968609,756310.485,3739407.913,302.25,0.765,0.4686,7.756,62538.963670000005,-84.232562226,33.763790844
16968610,756310.485,3739407.909,302.163,0.761,0.45832,7.721,62538.9637,-84.232562235,33.76379081
16968611,756310.485,3739407.908,302.076,0.78,0.44805,7.685,62538.96374,-84.232562231,33.763790798
16968612,756310.482,3739407.898,301.994,0.776,0.43777,7.66,62538.96377,-84.232562269,33.763790705
16968613,756310.478,3739407.887,301.913,0.78,0.4275,7.6370000000000005,62538.9638,-84.23256231,33.763790606
16968721,756310.645,3739408.049,304.126,0.71,0.69466,8.383,62538.97626,-84.23256046,33.763792032
16968722,756310.644,3739408.044,304.02,0.71,0.68438,8.321,62538.9763,-84.232560474,33.763791983000004
16968723,756310.652,3739408.063,303.895,0.729,0.67409,8.227,62538.97633,-84.23256038,33.763792152
16968724,756310.643,3739408.036,303.81,0.722,0.66381,8.197000000000001,62538.97636,-84.23256049,33.763791913
16968725,756310.643,3739408.034,303.706,0.725,0.65353,8.135,62538.976389999996,-84.232560489,33.763791897
16968726,756310.642,3739408.03,303.605,0.733,0.6432399999999999,8.078,62538.976429999995,-84.232560498,33.763791856
16968727,756310.636,3739408.011,303.517,0.741,0.63297,8.042,62538.976460000005,-84.232560573,33.763791688000005
16968728,756310.637,3739408.011,303.415,0.741,0.62268,7.983,62538.97649,-84.232560566,33.763791685
16968729,756310.634,3739408.002,303.321,0.745,0.6124,7.937,62538.976520000004,-84.232560593,33.763791611
16968730,756310.629,3739407.987,303.233,0.733,0.60213,7.9,62538.97656,-84.23256065,33.763791477
16968731,756310.634,3739407.996,303.13,0.737,0.5918399999999999,7.834,62538.97659,-84.23256060199999,33.763791556
16968732,756310.628,3739407.98,303.045,0.745,0.58157,7.8020000000000005,62538.97662,-84.232560666,33.763791409
16968733,756310.623,3739407.964,302.96,0.753,0.57129,7.77,62538.97666,-84.23256072699999,33.763791268
16968734,756310.622,3739407.959,302.869,0.749,0.56101,7.726,62538.976689999996,-84.23256074,33.763791223000005
16968735,756310.621,3739407.956,302.778,0.745,0.55074,7.681,62538.976720000006,-84.232560746,33.763791195
16968736,756310.618,3739407.944,302.694,0.761,0.54046,7.648,62538.97675,-84.23256078899999,33.763791091
16968737,756310.614,3739407.933,302.609,0.765,0.5301899999999999,7.6160000000000005,62538.97679,-84.232560828,33.763790993
16968738,756310.615,3739407.933,302.52,0.761,0.51991,7.572,62538.97682,-84.232560823,33.763790986
16968739,756310.614,3739407.927,302.434,0.769,0.50963,7.535,62538.97685,-84.232560839,33.763790938
16968740,756310.612,3739407.922,302.349,0.761,0.49936,7.499,62538.976879999995,-84.232560854,33.76379089
16968741,756310.608,3739407.907,302.27,0.761,0.48908999999999997,7.475,62538.97692000001,-84.232560909,33.763790760999996
16968742,756310.606,3739407.902,302.186,0.761,0.47881,7.441,62538.97695,-84.23256092300001,33.763790716
16968743,756310.603,3739407.892,302.106,0.769,0.46853999999999996,7.414,62538.97697999999,-84.232560959,33.763790627
16968744,756310.601,3739407.884,302.025,0.773,0.45826999999999996,7.386,62538.977020000006,-84.232560988,33.763790551
16968745,756310.6,3739407.879,301.944,0.78,0.44798999999999994,7.356,62538.97705,-84.23256100100001,33.763790508
16968746,756310.596,3739407.868,301.866,0.706,0.43772,7.332999999999999,62538.97708,-84.232561041,33.763790412
16968854,756310.771,3739408.05,303.972,0.718,0.70496,8.027000000000001,62538.989539999995,-84.23255910399999,33.763792005
16968855,756310.767,3739408.036,303.878,0.718,0.69468,7.978,62538.989570000005,-84.232559157,33.763791878
16968856,756310.766,3739408.033,303.775,0.718,0.6843899999999999,7.916,62538.989610000004,-84.232559161,33.763791851
16968857,756310.763,3739408.023,303.679,0.729,0.67411,7.864,62538.98964,-84.23255919399999,33.763791765
16968858,756310.763,3739408.02,303.579,0.741,0.66383,7.805,62538.98967,-84.232559199,33.763791737
16968859,756310.761,3739408.013,303.484,0.729,0.65355,7.752999999999999,62538.9897,-84.232559221,33.763791674000004
16968860,756310.758,3739408.002,303.393,0.714,0.64327,7.707000000000001,62538.98974,-84.232559258,33.763791579
16968861,756310.753,3739407.986,303.307,0.722,0.6329899999999999,7.67,62538.98977000001,-84.23255932100001,33.763791436
16968862,756310.757,3739407.996,303.203,0.737,0.6227,7.6,62538.9898,-84.232559267,33.763791526999995
16968863,756310.76,3739408.001,303.104,0.741,0.61242,7.54,62538.98983,-84.23255923800001,33.763791568
16968864,756310.754,3739407.983,303.023,0.741,0.60215,7.51,62538.989870000005,-84.232559309,33.763791405
16968865,756310.748,3739407.966,302.942,0.749,0.59187,7.479,62538.9899,-84.232559373,33.763791258000005
16968866,756310.747,3739407.96,302.855,0.749,0.5815899999999999,7.436,62538.989929999996,-84.23255939100001,33.763791205
16968867,756310.751,3739407.97,302.757,0.753,0.57131,7.374,62538.98997,-84.23255933899999,33.763791292
16968868,756310.746,3739407.954,302.679,0.745,0.56104,7.347,62538.99,-84.232559403,33.763791145
16968869,756310.737,3739407.928,302.607,0.757,0.55077,7.332000000000001,62538.99002999999,-84.232559507,33.763790919
16968870,756310.739,3739407.931,302.517,0.753,0.5404899999999999,7.2829999999999995,62538.990060000004,-84.232559486,33.763790945
16968871,756310.746,3739407.947,302.421,0.753,0.5302100000000001,7.22,62538.9901,-84.23255940600001,33.763791087
16968872,756310.736,3739407.921,302.351,0.753,0.51994,7.21,62538.99013,-84.23255951600001,33.76379085
16968873,756310.739,3739407.925,302.264,0.757,0.50966,7.162999999999999,62538.99016,-84.232559488,33.763790889
16968874,756310.733,3739407.908,302.19,0.753,0.49938999999999995,7.143,62538.99019,-84.232559555,33.763790739
16968875,756310.731,3739407.9,302.111,0.769,0.48912,7.114,62538.990229999996,-84.232559584,33.763790661
16968876,756310.73,3739407.896,302.031,0.765,0.47884,7.08,62538.990260000006,-84.232559592,33.76379063
16968877,756310.723,3739407.877,301.96,0.769,0.46858,7.066,62538.990289999994,-84.232559669,33.763790457
16968878,756310.729,3739407.888,301.873,0.749,0.4583,7.016,62538.99032999999,-84.23255961,33.76379056
16968989,756310.886,3739408.02,303.629,0.718,0.69448,7.577000000000001,62539.00287999999,-84.232557872,33.763791713
16968990,756310.881,3739408.005,303.542,0.725,0.6842,7.5360000000000005,62539.00291,-84.232557933,33.763791573
16968991,756310.879,3739407.997,303.45,0.71,0.67392,7.485,62539.00295,-84.23255795899999,33.7637915
16968992,756310.881,3739408.001,303.349,0.729,0.66363,7.419,62539.00298,-84.232557931,33.763791538
16968993,756310.88,3739407.997,303.257,0.729,0.65335,7.3660000000000005,62539.00301,-84.23255794100001,33.763791502
16968994,756310.878,3739407.989,303.169,0.706,0.64307,7.32,62539.003039999996,-84.23255796800001,33.76379143
16968995,756310.878,3739407.988,303.077,0.737,0.63279,7.266,62539.003079999995,-84.232557964,33.763791419
16968996,756310.873,3739407.973,302.996,0.749,0.62252,7.232,62539.003110000005,-84.23255802199999,33.763791285
16968997,756310.873,3739407.969,302.908,0.737,0.61224,7.185,62539.00314,-84.23255802899999,33.763791256
16968998,756310.871,3739407.962,302.824,0.741,0.60196,7.143,62539.00317999999,-84.232558051,33.763791192
16968999,756310.868,3739407.953,302.742,0.745,0.59168,7.105,62539.00321,-84.232558082,33.763791113
16969000,756310.865,3739407.942,302.663,0.745,0.58141,7.072,62539.00324,-84.232558127,33.763791006999995
16969001,756310.864,3739407.938,302.579,0.749,0.57113,7.03,62539.00327000001,-84.23255813600001,33.763790971999995
16969002,756310.865,3739407.939,302.493,0.753,0.56085,6.982,62539.00331,-84.23255811899999,33.763790988000004
16969003,756310.864,3739407.934,302.412,0.745,0.5505800000000001,6.945,62539.003339999996,-84.232558137,33.763790936
16969004,756310.861,3739407.923,302.336,0.753,0.5403100000000001,6.915,62539.003370000006,-84.232558175,33.763790843
16969005,756310.857,3739407.912,302.26,0.757,0.53003,6.888,62539.0034,-84.232558217,33.763790743
