pic_id,easting,northing,altitude,long,lat
0,737702.138,3754767.256,267.5,-84.42915425,33.90652021
1,737697.379,3754766.087,267.6,-84.42920599,33.90651075
2,737692.752,3754764.589,267.7,-84.42925639,33.9064983
3,737687.95,3754763.543,267.8,-84.42930857,33.90648996
4,737682.947,3754763.884,267.9,-84.42936254,33.90649416
5,737679.997,3754768.313,268.096,-84.42939322,33.90653473
6,737679.395,3754773.411,268.1,-84.42939834,33.9065808
7,737679.271,3754778.359,268.161,-84.42939834,33.90662541
8,737678.995,3754783.246,268.2,-84.4294,33.9066695
9,737678.717,3754788.166,268.26,-84.42940167,33.90671389
10,737678.437,3754793.199,268.356,-84.42940334,33.9067593
11,737678.159,3754798.14,268.434,-84.429405,33.90680388
12,737677.88,3754803.072,268.501,-84.42940668,33.90684838
13,737677.502,3754808.121,268.664,-84.4294094,33.90689396
14,737677.13,3754813.006,268.826,-84.4294121,33.90693806
15,737676.738,3754817.962,268.987,-84.429415,33.9069828
16,737676.235,3754822.916,269.246,-84.42941909,33.90702755
17,737675.727,3754827.731,269.497,-84.42942328,33.90707105
18,737675.074,3754832.663,269.7,-84.429429,33.90711563
19,737674.458,3754837.685,269.879,-84.42943429,33.90716102
20,737673.776,3754842.564,270.01,-84.42944034,33.90720513
21,737672.947,3754847.398,270.34,-84.42944799,33.90724887
22,737671.967,3754852.322,270.567,-84.42945725,33.90729346
23,737671,3754857.153,270.795,-84.42946639,33.9073372
24,737670.014,3754862.117,270.921,-84.4294757,33.90738215
25,737668.955,3754866.935,271.15,-84.42948584,33.9074258
26,737667.907,3754871.844,271.383,-84.42949584,33.90747027
27,737666.87,3754876.672,271.622,-84.42950574,33.907514
28,737665.839,3754881.507,271.867,-84.42951557,33.9075578
29,737664.782,3754886.382,272.02,-84.42952567,33.90760196
30,737663.972,3754891.272,272.286,-84.4295331,33.9076462
31,737663.091,3754896.262,272.576,-84.42954127,33.90769136
32,737662.623,3754901.185,272.883,-84.429545,33.90773582
33,737662.518,3754906.059,273.111,-84.42954482,33.90777976
34,737663.156,3754910.936,273.452,-84.4295366,33.90782356
35,737664.334,3754915.657,273.863,-84.42952259,33.90786583
36,737666.127,3754920.166,274.195,-84.429502,33.90790605
37,737668.452,3754924.61,274.492,-84.42947567,33.90794556
38,737671.175,3754928.8,274.7,-84.42944511,33.9079827
39,737674.114,3754932.819,274.933,-84.42941227,33.90801825
40,737677.113,3754936.732,275.084,-84.4293788,33.90805283
41,737680.15,3754940.757,275.223,-84.42934489,33.90808841
42,737683.239,3754944.656,275.352,-84.42931046,33.90812284
43,737686.044,3754948.717,275.473,-84.42927905,33.9081588
44,737689.04,3754952.714,275.5,-84.42924559,33.90819413
45,737691.784,3754956.759,275.59,-84.42921484,33.90822996
46,737694.588,3754961.014,275.6,-84.42918339,33.90826766
47,737697.334,3754965.051,275.5,-84.42915263,33.90830342
48,737700.145,3754969.329,275.5,-84.42912109,33.90834133
49,737702.782,3754973.372,275.5,-84.4290915,33.90837716
50,737705.491,3754977.572,275.4,-84.42906109,33.90841439
51,737708.287,3754981.738,275.378,-84.42902975,33.90845129
52,737710.999,3754985.791,275.3,-84.42899934,33.9084872
53,737713.744,3754990.005,275.2,-84.42896854,33.90852455
54,737716.464,3754994.086,275.1,-84.42893804,33.9085607
55,737719.198,3754998.175,275.013,-84.42890739,33.90859693
56,737721.99,3755002.324,274.956,-84.4288761,33.90863368
57,737724.756,3755006.408,274.9,-84.4288451,33.90866985
58,737727.641,3755010.442,274.8,-84.42881284,33.90870555
59,737730.486,3755014.416,274.7,-84.42878102,33.90874071
60,737733.37,3755018.527,274.648,-84.42874874,33.9087771
61,737736.368,3755022.592,274.6,-84.42871524,33.90881305
62,737739.268,3755026.531,274.5,-84.42868284,33.90884788
63,737742.158,3755030.626,274.41,-84.4286505,33.90888413
64,737745.098,3755034.632,274.366,-84.42861764,33.90891956
65,737748.117,3755038.568,274.3,-84.42858396,33.90895434
66,737751.128,3755042.56,274.28,-84.42855034,33.90898963
67,737754.118,3755046.456,274.2,-84.42851697,33.90902405
68,737757.263,3755050.317,274.1,-84.42848194,33.90905813
69,737760.339,3755054.284,274.1,-84.42844763,33.90909318
70,737763.564,3755058.081,274.007,-84.42841175,33.90912666
71,737766.702,3755061.954,274,-84.42837679,33.90916085
72,737769.938,3755065.753,273.911,-84.42834079,33.90919435
73,737773.078,3755069.697,273.9,-84.42830579,33.90922917
74,737776.251,3755073.515,273.9,-84.42827047,33.90926286
75,737779.513,3755077.247,274,-84.42823421,33.90929575
76,737782.667,3755081.001,274,-84.42819911,33.90932886
77,737785.878,3755084.901,274,-84.42816336,33.90936327
78,737788.996,3755088.737,274,-84.42812863,33.90939713
79,737792.146,3755092.579,274,-84.42809354,33.90943103
80,737795.325,3755096.445,274.1,-84.42805814,33.90946515
81,737798.471,3755100.227,274.1,-84.42802312,33.90949851
82,737801.722,3755103.948,274.2,-84.42798699,33.90953131
83,737804.831,3755107.81,274.266,-84.42795234,33.9095654
84,737807.999,3755111.554,274.3,-84.42791709,33.90959842
85,737811.276,3755115.292,274.4,-84.42788067,33.90963136
86,737814.511,3755119.155,274.5,-84.42784467,33.90966543
87,737817.736,3755122.829,274.6,-84.42780882,33.90969781
88,737821,3755126.643,274.7,-84.42777252,33.90973143
89,737824.347,3755130.369,274.8,-84.42773534,33.90976425
90,737827.661,3755134.026,274.9,-84.42769854,33.90979645
91,737830.899,3755137.73,274.993,-84.42766254,33.90982909
92,737834.265,3755141.407,275.015,-84.42762517,33.90986146
93,737837.494,3755145.172,275.1,-84.42758926,33.90989465
94,737840.765,3755148.85,275.2,-84.42755292,33.90992705
95,737843.952,3755152.665,275.3,-84.42751744,33.90996071
96,737847.3,3755156.336,275.4,-84.42748027,33.90999303
97,737850.453,3755160.13,275.5,-84.42744517,33.9100265
98,737853.727,3755164.069,275.6,-84.42740872,33.91006125
99,737856.828,3755167.793,275.7,-84.4273742,33.9100941
100,737860.011,3755171.502,275.8,-84.4273388,33.9101268
101,737863.22,3755175.289,275.919,-84.4273031,33.9101602
102,737866.44,3755179.1,276.1,-84.42726727,33.91019381
103,737869.702,3755182.866,276.218,-84.427231,33.910227
104,737872.993,3755186.552,276.381,-84.42719444,33.91025947
105,737876.194,3755190.276,276.53,-84.42715884,33.9102923
106,737879.53,3755194.037,276.666,-84.42712177,33.91032543
107,737882.733,3755197.825,276.8,-84.42708613,33.91035884
108,737885.998,3755201.544,276.911,-84.42704984,33.91039161
109,737889.345,3755205.219,277.1,-84.42701267,33.91042396
110,737892.506,3755209.087,277.2,-84.42697747,33.9104581
111,737895.711,3755212.806,277.335,-84.42694183,33.91049088
112,737898.955,3755216.586,277.436,-84.42690575,33.91052421
113,737902.083,3755220.476,277.6,-84.42687089,33.91055855
114,737905.284,3755224.151,277.723,-84.4268353,33.91059094
115,737908.543,3755227.903,277.9,-84.42679907,33.91062401
116,737911.736,3755231.768,277.999,-84.42676352,33.91065811
117,737915.043,3755235.596,278.1,-84.42672674,33.91069185
118,737918.312,3755239.185,278.264,-84.42669044,33.91072345
119,737921.536,3755243.104,278.4,-84.42665454,33.91075803
120,737924.762,3755246.796,278.521,-84.42661868,33.91079057
121,737928.031,3755250.439,278.6,-84.42658237,33.91082265
122,737931.255,3755254.235,278.77,-84.4265465,33.91085613
123,737934.535,3755257.993,278.9,-84.42651004,33.91088924
124,737937.749,3755261.727,279.011,-84.42647429,33.91092216
125,737941.007,3755265.371,279.178,-84.4264381,33.91095426
126,737944.395,3755269.101,279.244,-84.42640047,33.9109871
127,737947.6,3755272.833,279.408,-84.42636483,33.91102
128,737950.886,3755276.534,279.5,-84.42632832,33.9110526
129,737954.132,3755280.395,279.633,-84.42629219,33.91108666
130,737957.506,3755284.043,279.794,-84.42625474,33.91111876
131,737960.703,3755287.762,279.854,-84.42621919,33.91115155
132,737964.022,3755291.46,280.011,-84.42618232,33.91118412
133,737967.308,3755295.181,280.1,-84.4261458,33.9112169
134,737970.571,3755298.942,280.2,-84.42610952,33.91125005
135,737973.822,3755302.752,280.278,-84.42607335,33.91128364
136,737977.057,3755306.351,280.433,-84.42603742,33.91131534
137,737980.277,3755310.123,280.5,-84.4260016,33.9113486
138,737983.546,3755313.885,280.639,-84.42596525,33.91138175
139,737986.839,3755317.634,280.7,-84.42592865,33.91141479
140,737990.095,3755321.371,280.8,-84.42589246,33.91144772
141,737993.37,3755325.108,280.896,-84.42585605,33.91148065
142,737996.546,3755328.918,281,-84.4258207,33.91151426
143,737999.861,3755332.73,281.098,-84.42578384,33.91154786
144,738003.096,3755336.431,281.149,-84.42574788,33.91158047
145,738006.306,3755340.288,281.298,-84.42571214,33.9116145
146,738009.504,3755343.955,281.347,-84.42567659,33.91164681
147,738012.848,3755347.61,281.4,-84.42563946,33.91167899
148,738016.022,3755351.433,281.5,-84.42560413,33.91171272
149,738019.339,3755355.232,281.591,-84.42556725,33.9117462
150,738022.515,3755358.959,281.7,-84.42553192,33.91177906
151,738025.845,3755362.715,281.787,-84.42549492,33.91181215
152,738029.055,3755366.459,281.836,-84.42545921,33.91184515
153,738032.286,3755370.252,281.986,-84.42542327,33.9118786
154,738035.587,3755373.942,282.036,-84.4253866,33.9119111
155,738038.865,3755377.631,282.186,-84.42535017,33.9119436
156,738042.196,3755381.401,282.237,-84.42531315,33.91197681
157,738045.473,3755385.208,282.3,-84.42527671,33.91201037
158,738048.685,3755388.883,282.436,-84.425241,33.91204276
159,738051.919,3755392.56,282.5,-84.42520505,33.91207515
160,738055.263,3755396.239,282.6,-84.42516792,33.91210755
161,738058.641,3755399.931,282.685,-84.42513042,33.91214005
162,738062.031,3755403.569,282.8,-84.42509279,33.91217206
163,738065.445,3755407.179,282.887,-84.42505492,33.91220381
164,738068.872,3755410.735,283,-84.42501692,33.91223508
165,738072.322,3755414.331,283.092,-84.42497867,33.9122667
166,738075.806,3755417.934,283.246,-84.42494004,33.91229837
167,738079.157,3755421.568,283.302,-84.42490284,33.91233036
168,738082.666,3755425.108,283.457,-84.42486396,33.91236146
169,738086.008,3755428.656,283.612,-84.42482688,33.91239267
170,738089.491,3755432.335,283.767,-84.42478825,33.91242503
171,738092.832,3755435.901,283.822,-84.42475117,33.9124564
172,738096.197,3755439.559,283.976,-84.42471382,33.9124886
173,738099.634,3755443.119,284.1,-84.42467571,33.9125199
174,738102.975,3755446.75,284.185,-84.42463862,33.91255186
175,738106.41,3755450.429,284.338,-84.4246005,33.91258423
176,738109.873,3755453.923,284.492,-84.42456213,33.91261493
177,738113.178,3755457.599,284.645,-84.42452542,33.9126473
178,738116.625,3755461.263,284.7,-84.42448717,33.91267953
179,738120.077,3755464.749,284.851,-84.42444892,33.91271016
180,738123.541,3755468.243,285.005,-84.42441054,33.91274086
181,738127.106,3755471.751,285.158,-84.42437107,33.91277166
182,738130.678,3755475.293,285.3,-84.4243315,33.91280276
183,738134.309,3755478.718,285.37,-84.42429134,33.9128328
184,738137.945,3755482.053,285.527,-84.42425114,33.91286203
185,738141.616,3755485.485,285.684,-84.42421054,33.91289212
186,738145.331,3755488.784,285.742,-84.4241695,33.912921
187,738149.045,3755492.081,285.9,-84.42412847,33.91294987
188,738152.841,3755495.186,286,-84.4240866,33.91297699
189,738156.62,3755498.466,286.113,-84.42404487,33.91300568
190,738160.376,3755501.724,286.2,-84.4240034,33.91303419
191,738164.135,3755504.797,286.324,-84.42396194,33.91306103
192,738168.014,3755508.059,286.4,-84.42391914,33.91308954
193,738171.825,3755511.339,286.536,-84.42387707,33.91311823
194,738175.621,3755514.457,286.6,-84.4238352,33.91314546
195,738179.437,3755517.754,286.751,-84.42379307,33.91317431
196,738183.233,3755520.86,286.808,-84.4237512,33.91320143
197,738187.024,3755524.149,286.965,-84.42370934,33.91323021
198,738190.796,3755527.234,287.021,-84.42366774,33.91325715
199,738194.567,3755530.36,287.177,-84.42362614,33.91328446
200,738198.467,3755533.51,287.232,-84.42358314,33.91331196
201,738202.335,3755536.625,287.386,-84.42354049,33.91333915
202,738206.296,3755539.673,287.441,-84.42349686,33.91336572
203,738210.231,3755542.712,287.5,-84.42345351,33.91339221
204,738214.154,3755545.717,287.6,-84.4234103,33.9134184
205,738218.063,3755548.727,287.698,-84.42336724,33.91344463
206,738222.104,3755551.622,287.7,-84.42332279,33.9134698
207,738226.117,3755554.497,287.799,-84.42327864,33.9134948
208,738230.129,3755557.557,287.849,-84.42323445,33.91352146
209,738234.102,3755560.404,287.9,-84.42319075,33.91354621
210,738238.093,3755563.4,288,-84.4231468,33.9135723
211,738242.045,3755566.346,288,-84.4231033,33.91359795
212,738246.019,3755569.315,288.1,-84.42305955,33.9136238
213,738250.107,3755572.182,288.175,-84.42301459,33.91364871
214,738254.011,3755575.12,288.2,-84.4229716,33.9136743
215,738258.145,3755577.927,288.257,-84.42292617,33.91369865
216,738262.211,3755580.858,288.3,-84.42288143,33.91372414
217,738266.234,3755583.767,288.333,-84.42283717,33.91374944
218,738270.278,3755586.655,288.4,-84.42279268,33.91377455
219,738274.371,3755589.536,288.407,-84.42274767,33.91379958
220,738278.463,3755592.386,288.5,-84.42270267,33.91382433
221,738282.556,3755595.236,288.5,-84.42265767,33.91384908
222,738286.603,3755598.053,288.6,-84.42261317,33.91387355
223,738290.687,3755600.773,288.6,-84.42256829,33.91389713
224,738294.779,3755603.456,288.675,-84.42252334,33.91392038
225,738298.898,3755606.215,288.7,-84.42247808,33.9139443
226,738303.039,3755608.965,288.735,-84.42243258,33.91396814
227,738307.249,3755611.695,288.8,-84.42238635,33.91399179
228,738311.381,3755614.403,288.8,-84.42234096,33.91401525
229,738315.615,3755616.909,288.819,-84.42229452,33.91403687
230,738319.84,3755619.589,288.9,-84.42224814,33.91406006
231,738324.035,3755622.116,288.9,-84.42220212,33.91408188
232,738328.21,3755624.711,288.997,-84.42215629,33.91410432
233,738332.523,3755627.354,289,-84.42210897,33.91412715
234,738336.736,3755629.899,289.045,-84.42206275,33.91414913
235,738341.036,3755632.408,289.1,-84.4220156,33.91417076
236,738345.333,3755635.018,289.1,-84.42196845,33.91419331
237,738349.635,3755637.445,289.2,-84.4219213,33.9142142
238,738353.897,3755640.034,289.2,-84.42187454,33.91423656
239,738358.177,3755642.634,289.259,-84.42182758,33.91425902
240,738362.426,3755645.065,289.3,-84.421781,33.91427996
241,738366.672,3755647.607,289.301,-84.42173443,33.9143019
242,738370.953,3755650.145,289.4,-84.42168747,33.9143238
243,738375.286,3755652.562,289.444,-84.42163999,33.9143446
244,738379.597,3755655.005,289.5,-84.42159274,33.91436563
245,738383.98,3755657.335,289.5,-84.42154474,33.91438563
246,738388.34,3755659.84,289.6,-84.42149694,33.91440721
247,738392.723,3755662.169,289.6,-84.42144894,33.91442721
248,738397.086,3755664.57,289.643,-84.42140114,33.91444785
249,738401.43,3755666.985,289.7,-84.42135354,33.91446863
250,738405.777,3755669.296,289.7,-84.42130594,33.91448846
251,738410.087,3755671.587,289.7,-84.42125874,33.91450813
252,738414.551,3755673.882,289.8,-84.42120987,33.9145278
253,738418.897,3755676.165,289.834,-84.42116229,33.91454738
254,738423.287,3755678.545,289.9,-84.4211142,33.91456783
255,738427.664,3755680.908,289.969,-84.42106625,33.91458813
256,738432.099,3755683.175,290,-84.42101771,33.91460755
257,738436.534,3755685.437,290.002,-84.42096917,33.91462693
258,738440.954,3755687.513,290.1,-84.42092084,33.91464463
259,738445.403,3755689.761,290.1,-84.42087215,33.91466388
260,738449.883,3755692.001,290.149,-84.42082313,33.91468305
261,738454.362,3755694.123,290.2,-84.42077415,33.91470115
262,738458.797,3755696.294,290.2,-84.42072563,33.91471971
263,738463.303,3755698.354,290.2,-84.42067637,33.91473725
264,738467.824,3755700.366,290.3,-84.42062697,33.91475435
265,738472.344,3755702.377,290.3,-84.42057757,33.91477145
266,738476.899,3755704.381,290.3,-84.42052781,33.91478847
267,738481.498,3755706.475,290.348,-84.42047754,33.9148063
268,738485.773,3755708.44,290.4,-84.4204308,33.91482303
269,738490.134,3755710.357,290.4,-84.42038315,33.91483932
270,738494.707,3755712.337,290.4,-84.42033319,33.91485612
271,738499.191,3755714.323,290.498,-84.4202842,33.914873
272,738503.766,3755716.294,290.51,-84.42023422,33.91488972
273,738508.22,3755718.263,290.6,-84.42018555,33.91490645
274,738512.813,3755720.234,290.633,-84.42013538,33.91492317
275,738517.386,3755722.197,290.7,-84.42008543,33.91493982
276,738521.959,3755724.16,290.755,-84.42003548,33.91495647
277,738526.511,3755726.115,290.8,-84.41998575,33.91497305
278,738531.063,3755728.068,290.8,-84.41993603,33.91498962
279,738535.73,3755729.859,290.886,-84.4198851,33.9150047
280,738540.285,3755731.777,290.9,-84.41983536,33.91502095
281,738544.825,3755733.713,291,-84.41978577,33.91503736
282,738549.488,3755735.47,291.015,-84.4197349,33.91505214
283,738554.132,3755737.365,291.124,-84.4196842,33.91506816
284,738558.676,3755739.154,291.2,-84.4196346,33.91508325
285,738563.315,3755741,291.2,-84.41958397,33.91509883
286,738567.979,3755742.73,291.251,-84.4195331,33.91511336
287,738572.599,3755744.445,291.3,-84.4194827,33.91512776
288,738577.241,3755746.167,291.367,-84.41943207,33.91514223
289,738581.862,3755747.882,291.4,-84.41938167,33.91515663
290,738586.461,3755749.588,291.483,-84.4193315,33.91517096
291,738591.221,3755751.306,291.5,-84.41927959,33.91518536
292,738595.856,3755753.021,291.598,-84.41922904,33.91519976
293,738600.614,3755754.547,291.6,-84.4191772,33.91521243
294,738605.235,3755756.229,291.614,-84.41912681,33.91522654
295,738609.983,3755757.733,291.7,-84.41907509,33.91523902
296,738614.729,3755759.289,291.7,-84.41902338,33.91525196
297,738619.42,3755760.926,291.734,-84.41897224,33.91526565
298,738624.067,3755762.43,291.8,-84.41892161,33.91527814
299,738628.792,3755763.927,291.848,-84.41887014,33.91529056
300,738633.518,3755765.425,291.9,-84.41881866,33.91530299
301,738638.337,3755766.925,291.9,-84.41876617,33.91531541
302,738643.1,3755768.418,291.967,-84.41871429,33.91532778
303,738647.826,3755769.915,292,-84.41866281,33.9153402
304,738652.507,3755771.399,292.079,-84.41861182,33.91535251
305,738657.318,3755772.887,292.1,-84.41855942,33.91536482
306,738662.023,3755774.371,292.1,-84.41850817,33.91537713
307,738666.709,3755775.679,292.196,-84.41845718,33.91538785
308,738671.523,3755777.15,292.201,-84.41840475,33.91540001
309,738676.341,3755778.436,292.3,-84.41835234,33.91541051
310,738681.02,3755779.739,292.3,-84.41830142,33.91542119
311,738685.818,3755781.185,292.315,-84.41824917,33.91543313
312,738690.621,3755782.466,292.4,-84.41819692,33.91544358
313,738695.423,3755783.747,292.424,-84.41814467,33.91545403
314,738700.204,3755784.969,292.5,-84.41809267,33.91546396
315,738705.036,3755786.112,292.5,-84.41804014,33.91547316
316,738709.899,3755787.383,292.535,-84.41798725,33.91548351
317,738714.678,3755788.657,292.6,-84.41793525,33.91549391
318,738719.437,3755789.847,292.643,-84.4178835,33.91550355
319,738724.267,3755791.012,292.7,-84.41783098,33.91551295
320,738729.109,3755792.189,292.7,-84.41777834,33.91552246
321,738733.953,3755793.269,292.754,-84.41772569,33.91553109
322,738738.784,3755794.453,292.8,-84.41767317,33.91554066
323,738743.613,3755795.606,292.86,-84.41762067,33.91554996
324,738748.51,3755796.683,292.9,-84.41756745,33.91555855
325,738753.305,3755797.756,292.9,-84.41751534,33.91556713
326,738758.174,3755798.835,292.9,-84.41746243,33.91557575
327,738763.092,3755800.052,292.973,-84.41740895,33.9155856
328,738767.917,3755801.185,293,-84.4173565,33.91559471
329,738772.83,3755802.121,293.081,-84.41730315,33.91560203
330,738777.667,3755803.174,293.1,-84.41725059,33.91561042
331,738782.474,3755804.262,293.1,-84.41719834,33.91561913
332,738787.456,3755805.183,293.195,-84.41714425,33.9156263
333,738792.299,3755806.082,293.2,-84.41709167,33.9156333
334,738797.176,3755807.173,293.206,-84.41703867,33.91564203
335,738802.034,3755808.076,293.3,-84.41698592,33.91564906
336,738806.939,3755808.987,293.318,-84.41693267,33.91565616
337,738811.844,3755809.853,293.4,-84.41687942,33.91566285
338,738816.775,3755810.63,293.4,-84.41682592,33.91566873
339,738821.703,3755811.545,293.438,-84.41677242,33.91567586
340,738826.562,3755812.376,293.5,-84.41671968,33.91568224
341,738831.456,3755813.098,293.553,-84.41666659,33.91568764
342,738836.432,3755813.936,293.6,-84.41661259,33.91569406
343,738841.303,3755814.729,293.6,-84.41655974,33.9157001
344,738846.234,3755815.453,293.678,-84.41650625,33.9157055
345,738851.102,3755816.178,293.7,-84.41645344,33.91571093
346,738856.106,3755816.909,293.7,-84.41639917,33.91571638
347,738860.97,3755817.636,293.8,-84.4163464,33.91572183
348,738865.849,3755818.366,293.813,-84.41629348,33.9157273
349,738870.763,3755819.098,293.9,-84.41624017,33.91573278
350,738875.805,3755819.838,293.9,-84.41618548,33.9157383
351,738880.709,3755820.492,293.943,-84.41613231,33.91574308
352,738885.657,3755821.128,294,-84.41607866,33.91574769
353,738890.584,3755821.745,294.065,-84.41602525,33.91575213
354,738895.535,3755822.28,294.1,-84.4159716,33.91575583
355,738900.352,3755822.812,294.187,-84.4159194,33.91575953
356,738905.282,3755823.347,294.2,-84.41586597,33.91576323
357,738910.26,3755823.7,294.2,-84.41581208,33.91576528
358,738915.212,3755824.198,294.221,-84.41575843,33.91576864
359,738920.189,3755824.588,294.3,-84.41570454,33.91577103
360,738925.165,3755825.045,294.3,-84.41565064,33.91577402
361,738930.141,3755825.479,294.355,-84.41559675,33.9157768
362,738935.035,3755825.892,294.4,-84.41554374,33.91577941
363,738939.96,3755826.368,294.479,-84.41549039,33.91578258
364,738944.959,3755826.74,294.5,-84.41543626,33.9157848
365,738949.956,3755827.078,294.6,-84.41538217,33.91578671
366,738954.802,3755827.588,294.614,-84.41532966,33.9157902
367,738959.823,3755827.973,294.727,-84.41527529,33.91579253
368,738964.821,3755828.44,294.839,-84.41522115,33.91579561
369,738969.765,3755828.774,294.9,-84.41516764,33.91579749
370,738974.691,3755829.104,294.963,-84.41511431,33.91579935
371,738979.717,3755829.298,295.076,-84.41505994,33.91579996
372,738984.584,3755829.584,295.188,-84.41500727,33.91580143
373,738989.566,3755829.917,295.2,-84.41495334,33.9158033
374,738994.572,3755830.066,295.312,-84.4148992,33.9158035
375,738999.551,3755830.353,295.423,-84.41484531,33.91580496
376,739004.533,3755830.544,295.535,-84.41479142,33.91580555
377,739009.513,3755830.789,295.646,-84.41473753,33.91580663
378,739014.386,3755830.912,295.757,-84.41468484,33.91580663
379,739019.282,3755831.036,295.868,-84.41463189,33.91580663
380,739024.366,3755831.164,295.98,-84.41457692,33.91580663
381,739029.358,3755831.289,296,-84.41452293,33.91580663
382,739034.297,3755831.414,296.101,-84.41446952,33.91580663
383,739039.236,3755831.538,296.212,-84.41441611,33.91580663
384,739044.176,3755831.663,296.322,-84.4143627,33.91580663
385,739049.165,3755831.788,296.433,-84.41430875,33.91580663
386,739054.209,3755831.836,296.543,-84.41425422,33.91580591
387,739059.129,3755831.854,296.653,-84.41420105,33.91580496
388,739064.122,3755831.865,296.763,-84.41414709,33.91580392
389,739069.098,3755831.921,296.873,-84.41409329,33.9158033
390,739073.992,3755832.044,296.982,-84.41404037,33.9158033
391,739079.027,3755832.171,297,-84.41398592,33.9158033
392,739083.913,3755832.294,297.101,-84.41393309,33.9158033
393,739088.807,3755832.418,297.21,-84.41388017,33.9158033
394,739093.723,3755832.542,297.32,-84.413827,33.9158033
395,739098.639,3755832.666,297.43,-84.41377384,33.9158033
396,739103.618,3755832.791,297.54,-84.41372,33.9158033
397,739108.65,3755832.918,297.651,-84.41366559,33.9158033
398,739113.588,3755833.042,297.761,-84.41361219,33.9158033
399,739118.527,3755833.167,297.8,-84.41355878,33.9158033
400,739123.488,3755833.292,297.882,-84.41350513,33.9158033
401,739128.45,3755833.417,297.994,-84.41345148,33.9158033
402,739133.433,3755833.543,298.105,-84.41339759,33.9158033
403,739138.417,3755833.668,298.2,-84.41334369,33.9158033
404,739143.401,3755833.794,298.2,-84.4132898,33.9158033
405,739148.386,3755833.846,298.239,-84.41323591,33.91580264
406,739153.294,3755833.858,298.351,-84.41318287,33.91580163
407,739158.225,3755833.982,298.4,-84.41312955,33.91580163
408,739163.208,3755834.108,298.475,-84.41307566,33.91580163
409,739168.214,3755834.234,298.5,-84.41302153,33.91580163
410,739173.22,3755834.36,298.599,-84.41296739,33.91580163
411,739178.209,3755834.486,298.7,-84.41291344,33.91580163
412,739183.078,3755834.609,298.723,-84.41286079,33.91580163
413,739188.084,3755834.735,298.834,-84.41280666,33.91580163
414,739193.089,3755834.861,298.946,-84.41275253,33.91580163
415,739198.096,3755834.987,299,-84.41269839,33.91580163
416,739203.124,3755835.114,299.071,-84.41264402,33.91580163
417,739208.133,3755835.087,299.183,-84.41258989,33.91580025
418,739212.972,3755835.177,299.294,-84.41253757,33.91579996
419,739217.948,3755835.292,299.306,-84.41248377,33.91579986
420,739222.936,3755835.244,299.418,-84.41242988,33.9157983
421,739227.897,3755835.369,299.529,-84.41237623,33.9157983
422,739232.942,3755835.497,299.6,-84.41232167,33.9157983
423,739237.976,3755835.529,299.65,-84.41226726,33.91579745
424,739242.94,3755835.563,299.762,-84.41221361,33.91579663
425,739247.879,3755835.688,299.872,-84.4121602,33.91579663
426,739252.925,3755835.663,299.9,-84.41210567,33.91579526
427,739257.871,3755835.754,299.992,-84.4120522,33.91579496
428,739262.791,3755835.879,300.1,-84.411999,33.91579496
429,739267.836,3755835.985,300.112,-84.41194444,33.91579477
430,739272.767,3755835.946,300.221,-84.41189117,33.9157933
431,739277.807,3755836.073,300.3,-84.41183667,33.9157933
432,739282.786,3755836.199,300.339,-84.41178282,33.9157933
433,739287.709,3755836.323,300.448,-84.41172959,33.9157933
434,739292.726,3755836.449,300.556,-84.41167534,33.9157933
435,739297.742,3755836.576,300.665,-84.41162109,33.9157933
436,739302.625,3755836.699,300.7,-84.41156829,33.9157933
437,739307.58,3755836.674,300.78,-84.41151475,33.91579195
438,739312.574,3755836.765,300.889,-84.41146075,33.91579163
439,739317.545,3755836.89,300.996,-84.411407,33.91579163
440,739322.492,3755837.009,301.1,-84.4113535,33.91579158
441,739327.444,3755836.954,301.11,-84.4113,33.91578996
442,739332.415,3755837.08,301.217,-84.41124625,33.91578996
443,739337.376,3755837.205,301.324,-84.4111926,33.91578996
444,739342.44,3755837.333,301.431,-84.41113784,33.91578996
445,739347.364,3755837.457,301.537,-84.41108459,33.91578996
446,739352.289,3755837.581,301.644,-84.41103134,33.91578996
447,739357.294,3755837.614,301.751,-84.41097724,33.91578912
448,739362.319,3755837.65,301.858,-84.41092292,33.9157883
449,739367.267,3755837.775,301.965,-84.41086942,33.9157883
450,739372.191,3755837.899,302.071,-84.41081617,33.9157883
451,739377.119,3755837.879,302.177,-84.41076292,33.915787
452,739382.067,3755837.963,302.369,-84.41070942,33.91578663
453,739387.108,3755838.09,302.491,-84.41065491,33.91578663
454,739392.047,3755838.215,302.597,-84.4106015,33.91578663
455,739396.972,3755838.339,302.707,-84.41054825,33.91578663
456,739401.888,3755838.463,302.909,-84.41049509,33.91578663
457,739406.951,3755838.591,303.032,-84.41044034,33.91578663
458,739411.852,3755838.715,303.222,-84.41038734,33.91578663
459,739416.796,3755838.839,303.328,-84.41033387,33.91578663
460,739421.808,3755838.966,303.468,-84.41027967,33.91578663
461,739426.71,3755839.09,303.64,-84.41022667,33.91578663
462,739431.658,3755839.214,303.791,-84.41017316,33.91578663
463,739436.643,3755839.34,303.952,-84.41011925,33.91578663
464,739441.609,3755839.466,304.114,-84.41006555,33.91578663
465,739446.579,3755839.474,304.263,-84.41001184,33.91578558
466,739451.565,3755839.532,304.437,-84.40995794,33.91578496
467,739456.491,3755839.656,304.574,-84.40990467,33.91578496
