Sign_ID,ID,Easting,Northing,Altitude,Retro,Angle,Distance,UTC,Long,Lat,Pic
0,29436703,754593.63,3750120.2460000003,312.17900000000003,0.255,0.42805,12.543,62775.0,-84.247989948,33.860709939,20790
0,29436704,754593.604,3750120.095,312.10400000000004,0.29,0.41778000000000004,12.654000000000002,62775.000029999996,-84.247990272,33.86070858,20790
0,29436705,754593.219,3750117.872,312.894,0.22399999999999998,0.4076,15.04,62775.000060000006,-84.247995069,33.860688644,20790
0,29436706,754593.054,3750116.916,313.116,0.239,0.39735,16.021,62775.0001,-84.24799712800001,33.860680076,20790
0,29436707,754593.186,3750117.6760000004,312.639,0.294,0.38704,15.128,62775.00012999999,-84.247995484,33.860686888000004,20790
0,29436708,754592.963,3750116.3880000003,312.966,0.22,0.3768,16.465,62775.00016,-84.247998261,33.860675338,20790
0,29436709,754593.1190000001,3750117.289,312.45099999999996,0.306,0.36648000000000003,15.427999999999999,62775.00019,-84.247996312,33.860683416,20790
0,29436710,754592.964,3750116.3880000003,312.606,0.29,0.35623,16.34,62775.00023,-84.247998253,33.860675338,20790
0,29436711,754592.953,3750116.3210000005,312.45099999999996,0.306,0.34594,16.352999999999998,62775.00026,-84.247998392,33.860674743000004,20790
0,29436712,754592.603,3750114.3019999997,312.952,0.22699999999999998,0.33571,18.455,62775.000289999996,-84.24800275,33.860656631,20790
0,29436713,754592.8890000001,3750115.95,312.218,0.271,0.32538,16.636,62775.00032000001,-84.247999186,33.860671416,20790
0,29436714,754592.74,3750115.084,312.309,0.22399999999999998,0.31511999999999996,17.500999999999998,62775.000360000005,-84.248001051,33.860663650999996,20790
0,29436715,754591.449,3750107.6289999997,314.368,0.251,0.30494,25.339000000000002,62775.00039,-84.248017142,33.860596797,20790
0,29436716,754591.457,3750107.675,314.08299999999997,0.239,0.29465,25.214000000000002,62775.000420000004,-84.24801703899999,33.860597208,20790
0,29436717,754591.445,3750107.597,313.836,0.22699999999999998,0.28436,25.221999999999998,62775.00046,-84.24801720100001,33.860596513000004,20790
0,29436718,754591.588,3750108.423,313.346,0.235,0.27405999999999997,24.285,62775.00049,-84.248015415,33.860603917,20790
0,29436719,754591.433,3750107.527,313.318,0.22399999999999998,0.26378,25.158,62775.00052,-84.248017345,33.86059588,20790
0,29436724,754591.583,3750108.3819999998,311.82599999999996,0.20800000000000002,0.21233000000000002,23.98,62775.00068,-84.248015478,33.860603551,20790
0,29436727,754591.3840000001,3750107.2260000003,311.27099999999996,0.259,0.18147,25.031999999999996,62775.000779999995,-84.248017959,33.860593187,20790
0,29436728,754591.5229999999,3750108.028,310.883,0.278,0.17118,24.166,62775.000810000005,-84.248016224,33.860600379,20790
0,29436729,754591.535,3750108.091,310.622,0.251,0.16089,24.063000000000002,62775.00085,-84.248016083,33.860600944,20790
0,29436730,754591.1070000001,3750105.62,310.711,0.294,0.15061,26.558000000000003,62775.00087999999,-84.248021412,33.860578787,20790
0,29436731,754591.14,3750105.8039999995,310.41200000000003,0.247,0.14032,26.334,62775.00091,-84.248021011,33.860580434,20790
0,29436732,754591.441,3750107.5439999998,309.938,0.29,0.13002,24.524,62775.00095,-84.248017252,33.860596032,20790
0,29436733,754591.122,3750105.6969999997,309.878,0.271,0.11974000000000001,26.38,62775.00098,-84.248021233,33.860579473,20790
0,29436734,754591.538,3750108.098,309.378,0.294,0.10944000000000001,23.905,62775.00101,-84.248016048,33.860601005,20790
0,29436735,754593.05,3750116.833,308.397,0.239,0.0991,14.988,62775.001039999996,-84.247997196,33.860679327,20790
0,29436736,754593.067,3750116.9310000003,308.235,0.21600000000000003,0.08882000000000001,14.876,62775.001079999995,-84.24799698,33.860680209,20790
0,29436737,754593.062,3750116.898,308.084,0.243,0.07854,14.899000000000001,62775.001110000005,-84.247997048,33.860679909,20790
0,29436738,754593.059,3750116.883,307.931,0.22699999999999998,0.06825,14.905,62775.00114,-84.247997077,33.860679773,20790
0,29436739,754593.056,3750116.858,307.779,0.239,0.05797000000000001,14.922,62775.00117999999,-84.247997126,33.860679551,20790
0,29436740,754593.061,3750116.889,307.624,0.243,0.047689999999999996,14.884,62775.00121,-84.247997055,33.860679831,20790
0,29436741,754593.078,3750116.983,307.469,0.255,0.0374,14.784,62775.00124,-84.24799684899999,33.860680673000005,20790
0,29436742,754593.062,3750116.8910000003,307.318,0.247,0.02712,14.874,62775.00127000001,-84.247997043,33.860679851,20790
0,29436743,754593.061,3750116.8839999996,307.165,0.22,0.01683,14.88,62775.00131,-84.247997055,33.860679782,20790
0,29436744,754593.083,3750117.0039999997,307.013,0.239,0.00655,14.758,62775.001339999995,-84.247996792,33.86068086,20790
0,29436745,754593.071,3750116.933,306.86,0.243,-0.00373,14.831,62775.001370000005,-84.24799694100001,33.860680229,20790
0,29436746,754593.071,3750116.934,306.70799999999997,0.231,-0.01402,14.834000000000001,62775.0014,-84.247996937,33.860680230999996,20790
0,29436747,754593.067,3750116.9080000003,306.55400000000003,0.247,-0.0243,14.865,62775.00144,-84.247996988,33.860679997,20790
0,29436748,754593.0759999999,3750116.958,306.403,0.235,-0.03458,14.82,62775.00147,-84.247996876,33.86068045,20790
0,29436749,754593.09,3750117.037,306.256,0.235,-0.04487,14.748,62775.0015,-84.247996703,33.860681155,20790
0,29436750,754593.07,3750116.918,306.095,0.239,-0.05515,14.878,62775.001529999994,-84.247996955,33.860680091999996,20790
0,29436751,754593.07,3750116.915,305.941,0.231,-0.06544,14.892000000000001,62775.00157000001,-84.247996957,33.860680064,20790
