Sign_ID,Unnamed: 0,ID,Easting,Northing,Altitude,Retro,Angle,Distance,UTC,Long,Lat,Pic
0,88681.0,16209322.0,754989.319,3741747.736,303.921,0.741,0.6131,13.975999999999999,62422.32724,-84.24613780199999,33.785188779,10304
0,88682.0,16209323.0,754989.315,3741747.707,303.767,0.757,0.6028100000000001,13.913,62422.32727,-84.246137855,33.78518852,10304
0,88683.0,16209324.0,754989.312,3741747.685,303.61,0.749,0.59253,13.844000000000001,62422.32731,-84.246137892,33.785188321999996,10304
0,88684.0,16209325.0,754989.31,3741747.671,303.45,0.769,0.58224,13.767999999999999,62422.327339999996,-84.246137913,33.785188195,10304
0,88685.0,16209326.0,754989.308,3741747.655,303.292,0.757,0.57195,13.697000000000001,62422.327370000006,-84.246137939,33.785188048,10304
0,88686.0,16209327.0,754989.308,3741747.646,303.132,0.769,0.56167,13.619000000000002,62422.327410000005,-84.246137947,33.785187971,10304
0,88687.0,16209328.0,754989.304,3741747.62,302.984,0.761,0.55138,13.564,62422.32744,-84.246137994,33.785187739,10304
0,88688.0,16209329.0,754989.307,3741747.633,302.815,0.757,0.54109,13.466,62422.327470000004,-84.246137957,33.785187850999996,10304
0,88689.0,16209330.0,754989.302,3741747.597,302.675,0.757,0.53081,13.427999999999999,62422.3275,-84.246138025,33.785187531,10304
0,88690.0,16209331.0,754989.3,3741747.583,302.525,0.773,0.52053,13.366,62422.32754,-84.246138046,33.7851874,10304
0,88808.0,16209449.0,754989.455,3741747.755,304.213,0.737,0.64394,13.863,62422.34046,-84.246136328,33.785188915,10304
0,88809.0,16209450.0,754989.454,3741747.744,304.045,0.741,0.63365,13.773,62422.340489999995,-84.246136342,33.785188815,10304
0,88810.0,16209451.0,754989.451,3741747.724,303.886,0.745,0.62336,13.697000000000001,62422.340520000005,-84.24613637600001,33.785188634,10304
0,88811.0,16209452.0,754989.451,3741747.715,303.72,0.757,0.61307,13.61,62422.340560000004,-84.246136384,33.785188556,10304
0,88812.0,16209453.0,754989.451,3741747.709,303.555,0.749,0.6027899999999999,13.520999999999999,62422.34059,-84.246136386,33.785188507,10304
0,88813.0,16209454.0,754989.447,3741747.681,303.407,0.761,0.5925,13.463,62422.34062,-84.246136439,33.785188249,10304
0,88814.0,16209455.0,754989.445,3741747.664,303.253,0.757,0.58221,13.392999999999999,62422.34065,-84.246136467,33.785188096,10304
0,88815.0,16209456.0,754989.445,3741747.659,303.093,0.765,0.57193,13.31,62422.34069,-84.24613646600001,33.785188055999996,10304
0,88816.0,16209457.0,754989.444,3741747.65,302.938,0.761,0.5616399999999999,13.235999999999999,62422.34072000001,-84.246136477,33.785187969,10304
0,88817.0,16209458.0,754989.444,3741747.644,302.782,0.761,0.5513600000000001,13.159,62422.34075,-84.246136479,33.785187922,10304
0,88818.0,16209459.0,754989.445,3741747.644,302.625,0.765,0.5410699999999999,13.078,62422.340789999995,-84.24613646899999,33.785187922,10304
0,88819.0,16209460.0,754989.44,3741747.611,302.489,0.761,0.53079,13.04,62422.340820000005,-84.246136533,33.785187619,10304
0,88938.0,16209579.0,754989.598,3741747.806,304.294,0.741,0.6645800000000001,13.609000000000002,62422.35371,-84.246134772,33.785189341999995,10304
0,88939.0,16209580.0,754989.595,3741747.782,304.137,0.745,0.6542899999999999,13.533,62422.35374,-84.246134814,33.785189126,10304
0,88940.0,16209581.0,754989.593,3741747.765,303.976,0.741,0.6440100000000001,13.45,62422.35378,-84.24613484,33.785188977,10304
0,88941.0,16209582.0,754989.594,3741747.767,303.804,0.749,0.63372,13.347000000000001,62422.35381,-84.246134826,33.785188991999995,10304
0,88942.0,16209583.0,754989.59,3741747.742,303.654,0.749,0.62343,13.28,62422.353839999996,-84.24613487100001,33.785188768000005,10304
0,88943.0,16209584.0,754989.591,3741747.743,303.487,0.749,0.61314,13.184000000000001,62422.353870000006,-84.246134859,33.785188779,10304
0,88944.0,16209585.0,754989.589,3741747.724,303.336,0.745,0.6028600000000001,13.115,62422.353910000005,-84.246134891,33.785188603,10304
0,88945.0,16209586.0,754989.586,3741747.701,303.19,0.761,0.5925699999999999,13.052999999999999,62422.35394,-84.246134932,33.785188395,10304
0,88946.0,16209587.0,754989.586,3741747.698,303.032,0.753,0.58229,12.969000000000001,62422.353970000004,-84.246134929,33.785188366999996,10304
0,88947.0,16209588.0,754989.585,3741747.684,302.882,0.761,0.5720000000000001,12.9,62422.35400000001,-84.24613495,33.785188245,10304
0,88948.0,16209589.0,754989.581,3741747.659,302.742,0.761,0.56172,12.847000000000001,62422.35404,-84.246134995,33.785188016999996,10304
0,88949.0,16209590.0,754989.581,3741747.655,302.59,0.765,0.55143,12.770999999999999,62422.35407,-84.246134994,33.785187981,10304
0,88950.0,16209591.0,754989.577,3741747.624,302.456,0.769,0.54115,12.729000000000001,62422.3541,-84.246135052,33.785187703000005,10304
0,89069.0,16209710.0,754989.737,3741747.834,304.377,0.702,0.68503,13.380999999999998,62422.36696,-84.246133266,33.785189559,10304
0,89070.0,16209711.0,754989.736,3741747.827,304.208,0.741,0.67474,13.280999999999999,62422.367,-84.246133271,33.785189493000004,10304
0,89071.0,16209712.0,754989.735,3741747.812,304.046,0.749,0.66445,13.193,62422.367029999994,-84.246133292,33.785189365,10304
0,89072.0,16209713.0,754989.735,3741747.807,303.88,0.733,0.6541600000000001,13.095999999999998,62422.367060000004,-84.246133293,33.785189321,10304
0,89073.0,16209714.0,754989.733,3741747.791,303.725,0.749,0.6438699999999999,13.015999999999998,62422.36709,-84.246133319,33.785189175999996,10304
0,89074.0,16209715.0,754989.73,3741747.77,303.575,0.741,0.63359,12.945,62422.36713,-84.246133355,33.785188982,10304
0,89075.0,16209716.0,754989.729,3741747.761,303.418,0.749,0.6233,12.860999999999999,62422.36716,-84.246133365,33.785188903000005,10304
0,89076.0,16209717.0,754989.729,3741747.756,303.261,0.749,0.61301,12.776,62422.36719,-84.246133367,33.785188856,10304
0,89077.0,16209718.0,754989.726,3741747.733,303.118,0.753,0.60273,12.714,62422.36722000001,-84.246133407,33.785188651999995,10304
0,89078.0,16209719.0,754989.725,3741747.719,302.97,0.757,0.59244,12.642999999999999,62422.36726,-84.246133427,33.785188528,10304
0,89079.0,16209720.0,754989.723,3741747.706,302.824,0.753,0.58216,12.574000000000002,62422.367289999995,-84.24613344699999,33.785188409,10304
0,89080.0,16209721.0,754989.723,3741747.698,302.676,0.749,0.57187,12.501,62422.367320000005,-84.246133455,33.785188336,10304
0,89081.0,16209722.0,754989.721,3741747.681,302.535,0.753,0.5615899999999999,12.44,62422.367360000004,-84.246133481,33.785188188,10304
0,89214.0,16209855.0,754989.859,3741747.704,302.475,0.753,0.57184,12.112,62422.380639999996,-84.24613197800001,33.78518836,10304
1,87429.0,16208070.0,754987.906,3741747.263,302.499,0.788,0.41794,16.567,62422.19469,-84.246153182,33.785184861,10304
1,87430.0,16208071.0,754987.904,3741747.246,302.322,0.757,0.40765,16.512999999999998,62422.19472000001,-84.246153209,33.785184706,10304
1,87431.0,16208072.0,754987.901,3741747.225,302.146,0.71,0.39737,16.465,62422.194760000006,-84.246153243,33.785184517,10304
1,87554.0,16208195.0,754988.042,3741747.29,302.351,0.8,0.41783000000000003,16.185,62422.20801,-84.24615171,33.78518507,10304
1,87555.0,16208196.0,754988.04,3741747.275,302.177,0.796,0.40754,16.131,62422.20804,-84.246151734,33.785184929,10304
1,87556.0,16208197.0,754988.039,3741747.263,302.002,0.8,0.39725,16.075,62422.20807000001,-84.24615174899999,33.785184821,10304
1,87557.0,16208198.0,754988.036,3741747.238,301.834,0.796,0.38697,16.035,62422.20811,-84.246151791,33.785184598,10304
1,87558.0,16208199.0,754988.035,3741747.229,301.661,0.804,0.37668,15.98,62422.208139999995,-84.24615179999999,33.785184517,10304
1,87559.0,16208200.0,754988.032,3741747.205,301.494,0.808,0.3664,15.943,62422.208170000005,-84.246151841,33.785184304,10304
1,87560.0,16208201.0,754988.03,3741747.191,301.324,0.812,0.35611,15.897,62422.2082,-84.24615186,33.785184183,10304
1,87561.0,16208202.0,754988.029,3741747.178,301.156,0.812,0.34583,15.854000000000001,62422.20824,-84.246151878,33.78518406,10304
1,87562.0,16208203.0,754988.027,3741747.16,300.99,0.816,0.33554,15.817,62422.20827,-84.246151907,33.785183896999996,10304
