Sign_Id,Easting,Northing,Altitude,Retro,Long,Lat,Num_of_Points
31,754361.1675624999,3751806.6700624996,305.04018749999994,0.7803125,-84.25001271415623,33.87595847975,32
32,754367.590875,3751493.7069218736,297.99100000000004,0.7494375000000002,-84.25003383467187,33.87313754326563,64
33,754367.6425416666,3751493.715958332,296.4583125000001,0.7777500000000002,-84.25003327391666,33.87313761220834,48
34,754369.5360897435,3751493.9332179497,298.00038461538463,0.7730128205128208,-84.25001276112822,33.873139113589744,78
35,754369.7832241381,3751493.9212241382,296.43103448275866,0.7895517241379312,-84.25001009548276,33.873138945155176,58
36,754370.8744062502,3751494.089156251,297.97290625000005,0.7706875000000001,-84.249998262,33.873140195374994,32
37,754375.4928245614,3751409.4177368428,294.8924912280701,0.7939473684210526,-84.24997286373683,33.87237630240352,57
38,754397.221044776,3751027.1119850753,290.3901343283583,0.7978507462686566,-84.24984873686567,33.86892698868657,67
39,754397.9016730771,3751027.1137692304,288.09444230769236,0.8121442307692301,-84.24984138621159,33.86892684039424,104
40,754398.8443069306,3751027.119782179,289.63617821782174,0.8127227722772278,-84.24983120453462,33.868926668138606,101
41,754399.3399318182,3751027.1179090915,287.60625,0.8208636363636366,-84.24982585270455,33.86892653147728,44
42,754434.4063333332,3750801.194814815,294.21887037037027,0.7829259259259265,-84.2495124740463,33.86688280277777,108
43,754434.2810166669,3750801.1504500005,292.6934666666667,0.8004833333333333,-84.24951383898335,33.8668824334,60
44,754436.4370642857,3750801.44462857,293.02362142857146,0.8006785714285711,-84.24949047098572,33.866884563049986,140
45,754436.431144444,3750801.448144444,294.5660111111111,0.7910777777777781,-84.24949053453336,33.866884596688884,90
46,754437.6507105262,3750801.515342105,294.2015263157895,0.8025789473684212,-84.24947734363161,33.866884907578935,38
47,754437.6475833333,3750801.5402083336,292.66858333333334,0.7926666666666665,-84.24947737100003,33.86688513295834,24
48,754459.1786206898,3750705.579034483,294.9815172413792,0.7545172413793102,-84.24927259765518,33.866015454034475,29
49,754513.5773913042,3750465.4645434795,300.90907608695665,0.7906521739130434,-84.24875457183695,33.86383921501087,92
50,754539.1779199999,3750364.58448,301.84884,0.77692,-84.24850728984,33.862924241719995,25
51,754574.4193972605,3750196.4478904107,307.3396849315069,0.8385342465753423,-84.24817535075343,33.86140104986302,73
52,754731.9501733336,3749435.453333333,318.91067333333336,0.7604733333333334,-84.24669442257996,33.854507472460014,150
53,754731.9908227848,3749435.300424054,316.94268354430375,0.781708860759494,-84.24669402763287,33.854506085000004,158
54,754731.9966413045,3749435.1820978257,315.42786956521735,0.7994673913043479,-84.24669399923917,33.85450501765217,92
55,754733.608038835,3749435.6507281587,318.7807087378641,0.7353883495145628,-84.24667646445627,33.854508849873795,103
56,754733.9033915661,3749435.528644579,316.9771024096384,0.760915662650603,-84.24667331023493,33.85450767933735,166
57,754734.0393593749,3749435.4137343736,315.4692031250001,0.7779609374999996,-84.2466718760078,33.854506610851566,128
58,754735.2524642859,3749435.5386428568,316.51062499999995,0.7248749999999999,-84.24665874066072,33.854507443678564,56
59,754735.5609117649,3749435.461323529,315.23192647058823,0.7415147058823534,-84.24665543236762,33.85450667280881,68
60,754740.2012799999,3749341.4290799988,310.97196,0.7974400000000001,-84.24663253063999,33.853658445,25
61,754740.5384790417,3749332.7386347298,313.5745928143713,0.8076167664670665,-84.2466314026587,33.8535800746946,167
62,754740.9505566036,3749247.0588490563,316.696858490566,0.7801415094339624,-84.24665173771702,33.85280811283019,106
63,754736.9230571428,3749149.7088571438,318.85774285714285,0.7979714285714288,-84.24672338402856,33.85193208791429,35
64,754708.694142857,3748900.715517856,324.7319107142857,0.7752857142857144,-84.24710019226787,33.84969579482143,56
65,754714.146284768,3748882.276437086,332.1915894039735,0.7835033112582785,-84.24704665749006,33.849528367807956,151
66,754714.23551875,3748882.1173687493,330.29600625000006,0.8101625,-84.24704573999998,33.849526912687494,160
67,754714.0914249999,3748882.003091666,328.6422249999998,0.8274083333333332,-84.24704732859165,33.849525918075,120
68,754715.9996212122,3748882.113090908,331.8891212121213,0.7748181818181824,-84.24702669419695,33.84952644881817,132
69,754716.2480219776,3748881.968038461,330.15523626373624,0.7954395604395608,-84.24702405407689,33.84952508212088,182
70,754716.063028169,3748881.8443169002,328.61721830985897,0.821732394366197,-84.24702608752114,33.8495240120845,142
71,754717.7348985504,3748881.9852391304,331.2892608695653,0.7416014492753622,-84.24700799483334,33.8495248781884,138
72,754718.1746438848,3748881.7363129477,328.8010071942448,0.7682769784172664,-84.24700331913309,33.8495225294065,278
73,754717.9928999998,3748881.8634857144,330.0894571428572,0.7524142857142858,-84.24700524454286,33.84952371927144,70
74,754719.7721836737,3748881.5816938765,328.3185918367348,0.7263673469387754,-84.24698611569389,33.84952075071429,49
75,754705.0003636363,3748847.782393939,326.370606060606,0.7278787878787878,-84.24715538154547,33.84921982784848,33
76,754697.26284,3748814.245220001,326.7054799999999,0.7696200000000001,-84.24724862269998,33.84891956818,50
77,754686.220525,3748758.9602749995,327.3681,0.7516499999999999,-84.24738383129998,33.84842418687501,40
78,754677.9882187501,3748729.990687499,328.34587500000004,0.73525,-84.247481091375,33.848165194031246,32
79,754705.8016694918,3748778.577525424,327.02278813559315,0.8119067796610165,-84.24716674211868,33.84859618846612,118
80,754671.7187727275,3748334.25,324.9821212121212,0.8312878787878786,-84.24766319048489,33.84460159478787,66
81,754666.261142857,3748280.6029047617,327.3950476190476,0.7960952380952381,-84.2477376211905,33.844119620047614,21
82,754631.3392352941,3747930.8368235296,324.6679411764706,0.764897058823529,-84.24821573439704,33.84097709786765,68
83,754631.467242857,3747930.836914285,322.83952857142856,0.7458999999999999,-84.24821435272861,33.840977068457136,70
84,754633.437023256,3747930.752255814,324.7835232558139,0.7756279069767444,-84.24819311068605,33.8409758305,86
85,754633.5885340906,3747930.7303295447,322.986875,0.7743295454545455,-84.24819148161365,33.840975596511356,88
86,754634.7053043479,3747930.6863913042,324.65778260869564,0.7679130434782605,-84.2481794381739,33.84097493160869,23
87,754631.8239090911,3747906.9105757563,323.03875757575753,0.7556969696969695,-84.24821741621213,33.84076143657576,33
88,754596.4892333333,3747635.3239000007,326.1005333333334,0.7539999999999998,-84.24867735576667,33.8383233068,30
89,754579.6126,3747568.75455,326.2115000000001,0.7771000000000001,-84.24887878085003,33.837727669550006,20
